img,z,conf_full1920,conf_sahi,conf_union
1692846928.406279,,0.4224,0.5783,0.5783
1692846928.437651,,0.4322,0.6061,0.6061
1692846928.473492,,0.4158,0.6456,0.6456
1692846928.505696,,0.4147,0.5739,0.5739
1692846928.537638,,0.4177,0.5722,0.5722
1692846928.573490,,0.4905,0.6195,0.6195
1692846928.605705,,0.3932,0.5009,0.5009
1692846928.637545,,0.2955,0.6117,0.6117
1692846928.673452,,0.4544,0.4989,0.4989
1692846928.705603,,0.3944,0.5526,0.5526
1692846928.737581,,0.4083,0.5247,0.5247
1692846928.773589,,0.3913,0.5869,0.5869
1692846928.805575,,0.4518,0.5694,0.5694
1692846928.837591,,0.4857,0.6595,0.6595
1692846928.873601,,0.4115,0.6834,0.6834
1692846928.905628,,0.4981,0.5942,0.5942
1692846928.937572,,0.4165,0.6016,0.6016
1692846928.973619,,0.4684,0.6158,0.6158
1692846929.005670,,0.4105,0.6446,0.6446
1692846929.037664,,0.3981,0.5556,0.5556
1692846929.073514,,0.4032,0.6884,0.6884
1692846929.105566,,0.3934,0.5431,0.5431
1692846929.137522,,0.4433,0.6425,0.6425
1692846929.173886,,0.4279,0.6752,0.6752
1692846929.205792,,0.4652,0.5937,0.5937
1692846929.238037,,0.525,0.7034,0.7034
1692846929.273835,,0.4753,0.6273,0.6273
1692846929.305537,,0.4453,0.7025,0.7025
1692846929.337630,,0.4541,0.6117,0.6117
1692846929.373803,,0.4147,0.7526,0.7526
1692846929.405696,,0.4038,0.6184,0.6184
1692846929.437867,,0.331,0.5296,0.5296
1692846929.473667,,0.4573,0.7125,0.7125
1692846929.505540,,0.4611,0.5369,0.5369
1692846929.537469,,0.4242,0.7332,0.7332
1692846929.574253,,0.3916,0.6777,0.6777
1692846929.605644,,0.4849,0.6958,0.6958
1692846929.637984,,0.4211,0.7131,0.7131
1692846929.673536,,0.4728,0.6981,0.6981
1692846929.705620,,0.3811,0.763,0.763
1692846929.737540,,0.4146,0.689,0.689
1692846929.773527,,0.5051,0.7037,0.7037
1692846929.805638,,0.4205,0.738,0.738
1692846929.837570,,0.3698,0.7042,0.7042
1692846929.873493,,0.4165,0.6991,0.6991
1692846929.905622,,0.3847,0.6199,0.6199
1692846929.937533,,0.4301,0.6566,0.6566
1692846929.973612,,0.4051,0.7228,0.7228
1692846930.005648,,0.4327,0.6093,0.6093
1692846930.037752,,0.4554,0.6268,0.6268
1692846930.073592,,0.3588,0.693,0.693
1692846930.105878,,0.445,0.659,0.659
1692846930.137652,,0.4248,0.7158,0.7158
1692846930.173583,,0.5451,0.6552,0.6552
1692846930.205608,,0.4064,0.6294,0.6294
1692846930.237547,,0.3613,0.6817,0.6817
1692846930.273476,,0.4618,0.7573,0.7573
1692846930.305617,,0.4732,0.6647,0.6647
1692846930.337565,,0.4514,0.6716,0.6716
1692846930.373483,,0.4151,0.7523,0.7523
1692846930.405466,,0.4646,0.7685,0.7685
1692846930.437614,,0.4613,0.7575,0.7575
1692846930.473431,,0.4435,0.5268,0.5268
1692846930.505481,,0.4512,0.7661,0.7661
1692846930.537536,,0.4531,0.7712,0.7712
1692846930.573429,,0.5259,0.6818,0.6818
1692846930.605674,,0.4894,0.7296,0.7296
1692846930.638178,,0.4192,0.598,0.598
1692846930.673474,,0.4365,0.7221,0.7221
1692846930.705902,,0.5787,0.7683,0.7683
1692846930.737576,,0.4647,0.7453,0.7453
1692846930.773682,,0.3632,0.5911,0.5911
1692846930.807536,,0.4445,0.6344,0.6344
1692846930.837672,,0.3703,0.694,0.694
1692846930.873640,,0.4519,0.636,0.636
1692846930.905548,,0.3778,0.7361,0.7361
1692846930.937602,,0.45,0.7066,0.7066
1692846930.973574,,0.4339,0.7042,0.7042
1692846931.005586,,0.3929,0.5916,0.5916
1692846931.037549,,0.4041,0.6651,0.6651
1692846931.073565,,0.4307,0.6973,0.6973
1692846931.105541,,0.4393,0.7073,0.7073
1692846931.137532,,0.4257,0.6146,0.6146
1692846931.173450,,0.4261,0.6381,0.6381
1692846931.205690,,0.409,0.5949,0.5949
1692846931.237525,,0.4349,0.6797,0.6797
1692846931.273626,,0.4378,0.721,0.721
1692846931.305576,,0.461,0.6216,0.6216
1692846931.337524,,0.4527,0.5988,0.5988
1692846931.373770,,0.479,0.7575,0.7575
1692846931.405523,,0.3852,0.625,0.625
1692846931.437614,,0.4169,0.7101,0.7101
1692846931.473696,,0.4717,0.6281,0.6281
1692846931.505521,,0.4056,0.6347,0.6347
1692846931.537576,,0.4239,0.6665,0.6665
1692846931.573590,,0.452,0.7393,0.7393
1692846931.605577,,0.386,0.711,0.711
1692846931.637658,,0.4966,0.6118,0.6118
1692846931.673573,,0.3899,0.6016,0.6016
1692846931.705817,,0.4244,0.6732,0.6732
1692846931.738010,,0.3472,0.5848,0.5848
1692846931.773651,,0.4654,0.6166,0.6166
1692846931.805763,,0.3965,0.5847,0.5847
1692846931.837697,,0.4197,0.5894,0.5894
1692846931.873634,,0.3938,0.5373,0.5373
1692846931.905752,,0.3645,0.6351,0.6351
1692846931.937539,,0.5021,0.5539,0.5539
1692846931.974182,,0.264,0.5548,0.5548
1692846932.005724,,0.3701,0.5035,0.5035
1692846932.037725,,0.4532,0.5858,0.5858
1692846932.074140,,0.4384,0.6775,0.6775
1692846932.105638,,0.438,0.6563,0.6563
1692846932.137636,,0.4205,0.7357,0.7357
1692846932.173521,,0.5363,0.5894,0.5894
1692846932.205586,,0.4011,0.5861,0.5861
1692846932.237633,,0.3897,0.6044,0.6044
1692846932.273473,,0.5046,0.7366,0.7366
1692846932.305498,,0.3814,0.61,0.61
1692846932.337499,,0.3876,0.5655,0.5655
1692846932.374259,,0.2903,0.5015,0.5015
1692846932.405661,,0.4709,0.6992,0.6992
1692846932.437642,,0.3898,0.539,0.539
1692846932.473666,,0.4681,0.5296,0.5296
1692846932.505893,,0.1475,0.5238,0.5238
1692846932.537592,,0.4185,0.6499,0.6499
1692846932.573495,,0.4629,0.5787,0.5787
1692846932.605547,,0.4366,0.5603,0.5603
1692846932.637641,,0.4382,0.5992,0.5992
1692846932.673488,,0.4676,0.6814,0.6814
1692846932.705565,,0.4233,0.6129,0.6129
1692846932.737513,,0.4428,0.6047,0.6047
1692846932.773490,,0.3633,0.5311,0.5311
1692846932.805493,,0.4663,0.5374,0.5374
1692846932.837601,,0.4351,0.6966,0.6966
1692846932.873509,,0.4368,0.6971,0.6971
1692846932.905658,,0.3629,0.6424,0.6424
1692846932.937557,,0.4591,0.5471,0.5471
1692846932.973554,,0.3959,0.5932,0.5932
1692846933.005563,,0.5054,0.6532,0.6532
1692846933.037550,,0.4055,0.6232,0.6232
1692846933.073457,,0.5107,0.6176,0.6176
1692846933.105551,,0.317,0.4797,0.4797
1692846933.137484,,0.4785,0.6459,0.6459
1692846933.173531,,0.4383,0.5639,0.5639
1692846933.205208,,0.3721,0.5443,0.5443
1692846933.237238,,0.4019,0.5313,0.5313
1692846933.273458,,0.4416,0.6485,0.6485
1692846933.305702,,0.4592,0.6628,0.6628
1692846933.337823,,0.4435,0.7134,0.7134
1692846933.373834,,0.4801,0.674,0.674
1692846933.405441,,0.3628,0.5367,0.5367
1692846933.437424,,0.3228,0.5466,0.5466
1692846933.473670,,0.4231,0.6423,0.6423
1692846933.505735,,0.4164,0.5303,0.5303
1692846933.537409,,0.3761,0.6736,0.6736
1692846933.573487,,0.4544,0.5704,0.5704
1692846933.605381,,0.4123,0.7128,0.7128
1692846933.637375,,0.4382,0.5879,0.5879
1692846933.673551,,0.3714,0.6195,0.6195
1692846933.705441,,0.4025,0.6015,0.6015
1692846933.737373,,0.4132,0.4705,0.4705
1692846933.773384,,0.4288,0.565,0.565
1692846933.805393,,0.4266,0.5871,0.5871
1692846933.837379,,0.4346,0.702,0.702
1692846933.873374,,0.4389,0.6032,0.6032
1692846933.905623,,0.4318,0.6108,0.6108
1692846933.937396,,0.459,0.6531,0.6531
1692846933.973509,,0.4648,0.6629,0.6629
1692846934.005481,,0.3372,0.5509,0.5509
1692846934.037523,,0.4568,0.6345,0.6345
1692846934.074493,,0.4506,0.5674,0.5674
1692846934.105414,,0.4586,0.6141,0.6141
1692846934.137726,,0.5098,0.667,0.667
1692846934.173494,,0.3749,0.6306,0.6306
1692846934.205572,,0.5053,0.6391,0.6391
1692846934.237447,,0.4048,0.6778,0.6778
1692846934.273702,,0.3942,0.6447,0.6447
1692846934.305510,,0.4616,0.6943,0.6943
1692846934.337437,,0.3783,0.6781,0.6781
1692846934.374685,,0.4173,0.6785,0.6785
1692846934.405722,,0.4378,0.686,0.686
1692846934.438126,,0.4577,0.6052,0.6052
1692846934.473813,,0.3454,0.6881,0.6881
1692846934.505748,,0.4525,0.7366,0.7366
1692846934.537539,,0.4524,0.638,0.638
1692846934.573540,,0.3539,0.718,0.718
1692846934.605624,,0.4064,0.7101,0.7101
1692846934.637371,,0.279,0.6395,0.6395
1692846934.673357,,0.4946,0.7597,0.7597
1692846934.705547,,0.48,0.7106,0.7106
1692846934.737395,,0.3896,0.6958,0.6958
1692846934.773877,,0.3112,0.6816,0.6816
1692846934.805652,,0.4744,0.6346,0.6346
1692846934.837664,,0.5727,0.7314,0.7314
1692846934.873460,,0.4299,0.6945,0.6945
1692846934.905700,,0.3327,0.6682,0.6682
1692846934.937450,,0.4028,0.6374,0.6374
1692846934.973546,,0.3984,0.5803,0.5803
1692846935.005569,,0.375,0.6851,0.6851
1692846935.037724,,0.3901,0.7625,0.7625
1692846935.073562,,0.3684,0.6109,0.6109
1692846935.105751,,0.4621,0.7283,0.7283
1692846935.137670,,0.4269,0.7242,0.7242
1692846935.173472,,0.4387,0.6092,0.6092
1692846935.205369,,0.4207,0.6922,0.6922
1692846935.237585,,0.4271,0.6135,0.6135
1692846935.273438,,0.3664,0.7186,0.7186
1692846935.305478,,0.4513,0.6366,0.6366
1692846935.337399,,0.4818,0.763,0.763
1692846935.373329,,0.4272,0.6589,0.6589
1692846935.405510,,0.5964,0.62,0.62
1692846935.437507,,0.4632,0.7204,0.7204
1692846935.473076,,0.3845,0.6209,0.6209
1692846935.505637,,0.4017,0.754,0.754
1692846935.537459,,0.4262,0.7219,0.7219
1692846935.573694,,0.3429,0.5801,0.5801
1692846935.605679,,0.398,0.6865,0.6865
1692846935.637833,,0.4346,0.5825,0.5825
1692846935.673886,,0.4174,0.6863,0.6863
1692846935.705579,,0.4883,0.6442,0.6442
1692846935.738745,,0.4263,0.5891,0.5891
1692846935.773689,,0.437,0.6713,0.6713
1692846935.805509,,0.3803,0.6234,0.6234
1692846935.837276,,0.4095,0.694,0.694
1692846935.873528,,0.4396,0.6392,0.6392
1692846935.905533,,0.4574,0.6858,0.6858
1692846935.937502,,0.4196,0.5762,0.5762
1692846935.973443,,0.4464,0.6511,0.6511
1692846936.005913,,0.4374,0.56,0.56
1692846936.037452,,0.4195,0.5974,0.5974
1692846936.073509,,0.4498,0.5435,0.5435
1692846936.105639,,0.4138,0.6315,0.6315
1692846936.137510,,0.4166,0.6556,0.6556
1692846936.173962,,0.2939,0.6018,0.6018
1692846936.205711,,0.4416,0.5369,0.5369
1692846936.237688,,0.4339,0.61,0.61
1692846936.273523,,0.544,0.5698,0.5698
1692846936.305537,,0.3866,0.7338,0.7338
1692846936.337472,,0.3844,0.5355,0.5355
1692846936.374181,,0.3877,0.5499,0.5499
1692846936.405698,,0.3933,0.5177,0.5177
1692846936.437746,,0.3559,0.5253,0.5253
1692846936.473829,,0.5162,0.5998,0.5998
1692846936.505592,,0.4015,0.5827,0.5827
1692846936.537707,,0.4041,0.5269,0.5269
1692846936.573629,,0.2915,0.5495,0.5495
1692846936.605682,,0.436,0.477,0.477
1692846936.637511,,0.4239,0.5392,0.5392
1692846936.673470,,0.5018,0.4712,0.5018
1692846936.705804,,0.4108,0.5654,0.5654
1692846936.737736,,0.2843,0.5747,0.5747
1692846936.773706,,0.4809,0.6701,0.6701
1692846936.806377,,0.4107,0.5343,0.5343
1692846936.837979,,0.4624,0.6036,0.6036
1692846936.873467,,0.4779,0.5581,0.5581
1692846936.906136,,0.472,0.6406,0.6406
1692846936.938076,,0.4141,0.5722,0.5722
1692846936.973438,,0.456,0.6167,0.6167
1692846937.005603,,0.4037,0.5597,0.5597
1692846937.037481,,0.3892,0.5097,0.5097
1692846937.073537,,0.3782,0.5387,0.5387
1692846937.105519,,0.4814,0.5599,0.5599
1692846937.137583,,0.4229,0.5629,0.5629
1692846937.173496,,0.4465,0.5589,0.5589
1692846937.205903,,0.4219,0.5583,0.5583
1692846937.237788,,0.4611,0.605,0.605
1692846937.273565,,0.3703,0.4053,0.4053
1692846937.305753,,0.3461,0.5225,0.5225
1692846937.337637,,0.4248,0.6308,0.6308
1692846937.373569,,0.4749,0.5736,0.5736
1692846937.405571,,0.3663,0.4913,0.4913
1692846937.437512,,0.4357,0.496,0.496
1692846937.473479,,0.411,0.6246,0.6246
1692846937.505564,,0.43,0.5139,0.5139
1692846937.537557,,0.4091,0.4818,0.4818
1692846937.573481,,0.4124,0.6405,0.6405
1692846937.605462,,0.3837,0.4893,0.4893
1692846937.637508,,0.3475,0.5612,0.5612
1692846937.673539,,0.469,0.6432,0.6432
1692846937.705507,,0.3391,0.5765,0.5765
1692846937.737597,,0.3386,0.4788,0.4788
1692846937.773565,,0.3871,0.4595,0.4595
1692846937.805541,,0.4256,0.5296,0.5296
1692846937.837517,,0.3191,0.4796,0.4796
1692846937.873503,,0.3896,0.527,0.527
1692846937.905550,,0.514,0.5864,0.5864
1692846937.937521,,0.3583,0.5349,0.5349
1692846937.973588,,0.3704,0.5383,0.5383
1692846938.005641,,0.4537,0.5959,0.5959
1692846938.037608,,0.3813,0.617,0.617
1692846938.073524,,0.5591,0.6594,0.6594
1692846938.105703,,0.4487,0.6417,0.6417
1692846938.137616,,0.4754,0.6075,0.6075
1692846938.173527,,0.3653,0.5435,0.5435
1692846938.205513,,0.3667,0.5246,0.5246
1692846938.237563,,0.4128,0.5457,0.5457
1692846938.273452,,0.4158,0.4641,0.4641
1692846938.305570,,0.2807,0.5782,0.5782
1692846938.337425,,0.3817,0.502,0.502
1692846938.373613,,0.4075,0.5686,0.5686
1692846938.405700,,0.447,0.5193,0.5193
1692846938.437642,,0.4519,0.4768,0.4768
1692846938.474011,,0.3626,0.5293,0.5293
1692846938.505553,,0.3669,0.5874,0.5874
1692846938.537636,,0.4439,0.5143,0.5143
1692846938.573640,,0.4122,0.4323,0.4323
1692846938.605653,,0.4653,0.5245,0.5245
1692846938.637560,,0.4036,0.5306,0.5306
1692846938.673696,,0.4435,0.4822,0.4822
1692846938.705515,,0.5666,0.5363,0.5666
1692846938.737483,,0.4076,0.4987,0.4987
1692846938.773434,,0.4026,0.6634,0.6634
1692846938.805672,,0.4439,0.491,0.491
1692846938.837652,,0.3412,0.4949,0.4949
1692846938.873661,,0.4276,0.5802,0.5802
1692846938.905832,,0.4099,0.6574,0.6574
1692846938.937593,,0.4654,0.5348,0.5348
1692846938.973818,,0.3775,0.456,0.456
1692846939.005687,,0.3864,0.4944,0.4944
1692846939.038011,,0.4317,0.5072,0.5072
1692846939.073556,,0.3284,0.5521,0.5521
1692846939.105689,,0.3995,0.5323,0.5323
1692846939.137612,,0.4478,0.6153,0.6153
1692846939.173643,,0.3302,0.4712,0.4712
1692846939.206493,,0.4109,0.5331,0.5331
1692846939.238107,,0.3642,0.5549,0.5549
1692846939.273706,,0.3988,0.4576,0.4576
1692846939.305874,,0.3061,0.5376,0.5376
1692846939.338170,,0.386,0.4574,0.4574
1692846939.373564,,0.3766,0.5597,0.5597
1692846939.405570,,0.3828,0.614,0.614
1692846939.437579,,0.4214,0.6355,0.6355
1692846939.473509,,0.4339,0.5654,0.5654
1692846939.505569,,0.3642,0.6333,0.6333
1692846939.537529,,0.3271,0.446,0.446
1692846939.573592,,0.3827,0.5804,0.5804
1692846939.605727,,0.4092,0.5514,0.5514
1692846939.637715,,0.3984,0.4204,0.4204
1692846939.673770,,0.392,0.5405,0.5405
1692846939.705801,,0.3617,0.4924,0.4924
1692846939.737570,,0.4427,0.5414,0.5414
1692846939.773584,,0.3854,0.5281,0.5281
1692846939.805552,,0.51,0.548,0.548
1692846939.837519,,0.377,0.5301,0.5301
1692846939.873484,,0.4566,0.4372,0.4566
1692846939.905560,,0.4225,0.5571,0.5571
1692846939.937484,,0.4197,0.4978,0.4978
1692846939.973430,,0.3933,0.4982,0.4982
1692846940.005551,,0.4268,0.4453,0.4453
1692846940.037505,,0.3874,0.5704,0.5704
1692846940.073664,,0.5317,0.6607,0.6607
1692846940.105706,,0.3664,0.546,0.546
1692846940.137506,,0.3797,0.6406,0.6406
1692846940.173557,,0.4213,0.4735,0.4735
1692846940.205720,,0.4503,0.5464,0.5464
1692846940.237514,,0.4356,0.504,0.504
1692846940.273513,,0.3879,0.4678,0.4678
1692846940.305612,,0.4174,0.4929,0.4929
1692846940.337491,,0.3569,0.444,0.444
1692846940.373636,,0.373,0.4529,0.4529
1692846940.405758,,0.6166,0.5746,0.6166
1692846940.437672,,0.3439,0.5978,0.5978
1692846940.473585,,0.4252,0.4861,0.4861
1692846940.505802,,0.4336,0.5057,0.5057
1692846940.537544,,0.332,0.619,0.619
1692846940.573616,,0.3543,0.5938,0.5938
1692846940.605538,,0.3728,0.4399,0.4399
1692846940.637552,,0.2785,0.5391,0.5391
1692846940.673567,,0.3553,0.4951,0.4951
1692846940.705544,,0.338,0.6274,0.6274
1692846940.737485,,0.3168,0.4802,0.4802
1692846940.773480,,0.429,0.5098,0.5098
1692846940.805617,,0.4224,0.484,0.484
1692846940.837535,,0.3994,0.4633,0.4633
1692846940.873528,,0.4039,0.4764,0.4764
1692846940.905754,,0.3458,0.4775,0.4775
1692846940.937509,,0.3992,0.5988,0.5988
1692846940.973547,,0.4226,0.4931,0.4931
1692846941.005771,,0.4475,0.5864,0.5864
1692846941.037551,,0.3926,0.4911,0.4911
1692846941.073471,,0.3811,0.5471,0.5471
1692846941.105624,,0.6044,0.5467,0.6044
1692846941.137580,,0.4088,0.5695,0.5695
1692846941.173945,,0.3456,0.4642,0.4642
1692846941.205735,,0.3628,0.4803,0.4803
1692846941.237724,,0.4285,0.4449,0.4449
1692846941.273659,,0.3295,0.5971,0.5971
1692846941.305749,,0.4444,0.4861,0.4861
1692846941.337789,,0.3595,0.4426,0.4426
1692846941.373602,,0.3814,0.422,0.422
1692846941.405774,,0.3914,0.5306,0.5306
1692846941.437661,,0.3343,0.4348,0.4348
1692846941.473596,,0.3767,0.7406,0.7406
1692846941.505704,,0.3761,0.4557,0.4557
1692846941.537643,,0.4051,0.4964,0.4964
1692846941.573473,,0.3931,0.5191,0.5191
1692846941.605696,,0.437,0.4198,0.437
1692846941.637819,,0.4396,0.5066,0.5066
1692846941.673501,,0.4459,0.461,0.461
1692846941.705617,,0.3106,0.533,0.533
1692846941.738105,,0.3531,0.518,0.518
1692846941.773567,,0.3806,0.3884,0.3884
1692846941.805601,,0.4597,0.4371,0.4597
1692846941.837937,,0.3368,0.4737,0.4737
1692846941.873430,,0.4366,0.5888,0.5888
1692846941.905782,,0.3954,0.5729,0.5729
1692846941.937611,,0.5702,0.6484,0.6484
1692846941.973949,,0.343,0.4762,0.4762
1692846942.005722,,0.3261,0.5114,0.5114
1692846942.037809,,0.3833,0.4779,0.4779
1692846942.073622,,0.4132,0.5781,0.5781
1692846942.105965,,0.2724,0.6015,0.6015
1692846942.137567,,0.3344,0.47,0.47
1692846942.173513,,0.264,0.5587,0.5587
1692846942.205642,,0.4156,0.5246,0.5246
1692846942.237551,,0.3934,0.5134,0.5134
1692846942.273524,,0.3953,0.4887,0.4887
1692846942.305620,,0.4023,0.5378,0.5378
1692846942.337587,,0.3724,0.663,0.663
1692846942.373528,,0.4492,0.5648,0.5648
1692846942.405530,,0.3709,0.5162,0.5162
1692846942.437511,,0.4862,0.5246,0.5246
1692846942.473583,,0.4247,0.677,0.677
1692846942.505576,,0.4023,0.6336,0.6336
1692846942.537527,,0.4623,0.5683,0.5683
1692846942.573508,,0.3273,0.5377,0.5377
1692846942.605664,,0.5606,0.6112,0.6112
1692846942.637606,,0.2992,0.563,0.563
1692846942.673579,,0.368,0.6058,0.6058
1692846942.705502,,0.4293,0.6186,0.6186
1692846942.737575,,0.3374,0.5726,0.5726
1692846942.773446,,0.3447,0.5642,0.5642
1692846942.805799,,0.5134,0.6668,0.6668
1692846942.837595,,0.4575,0.5152,0.5152
1692846942.873558,,0.3535,0.478,0.478
1692846942.905547,,0.3724,0.5833,0.5833
1692846942.937656,,0.4158,0.6146,0.6146
1692846942.973455,,0.4245,0.6009,0.6009
1692846943.005507,,0.4265,0.5372,0.5372
1692846943.037551,,0.3521,0.3823,0.3823
1692846943.073628,,0.4612,0.523,0.523
1692846943.105713,,0.4007,0.4545,0.4545
1692846943.137579,,0.4637,0.4829,0.4829
1692846943.173733,,0.4028,0.5995,0.5995
1692846943.205561,,0.3705,0.488,0.488
1692846943.237588,,0.4043,0.5843,0.5843
1692846943.273122,,0.2966,0.5509,0.5509
1692846943.305980,,0.363,0.5815,0.5815
1692846943.337167,,0.4353,0.4993,0.4993
1692846943.373394,,0.4023,0.5605,0.5605
1692846943.405470,,0.5084,0.577,0.577
1692846943.437343,,0.4366,0.552,0.552
1692846943.473291,,0.3937,0.5202,0.5202
1692846943.505373,,0.4484,0.4841,0.4841
1692846943.537268,,0.3504,0.4005,0.4005
1692846943.573257,,0.3433,0.5313,0.5313
1692846943.605362,,0.3731,0.4831,0.4831
1692846943.637317,,0.435,0.4991,0.4991
1692846943.673265,,0.4249,0.5864,0.5864
1692846943.706488,,0.5017,0.6567,0.6567
1692846943.737623,,0.3625,0.486,0.486
1692846943.773262,,0.4039,0.5019,0.5019
1692846943.805328,,0.4308,0.5623,0.5623
1692846943.837407,,0.3899,0.6014,0.6014
1692846943.873501,,0.3601,0.5787,0.5787
1692846943.905602,,0.3958,0.6413,0.6413
1692846943.937469,,0.3773,0.4599,0.4599
1692846943.973209,,0.3111,0.4747,0.4747
1692846944.005479,,0.4268,0.48,0.48
1692846944.037851,,0.3824,0.5331,0.5331
1692846944.073492,,0.3445,0.4708,0.4708
1692846944.105457,,0.4251,0.554,0.554
1692846944.137713,,0.3141,0.5768,0.5768
1692846944.173692,,0.3405,0.5259,0.5259
1692846944.205333,,0.3505,0.4414,0.4414
1692846944.237421,,0.4068,0.5705,0.5705
1692846944.273660,,0.6112,0.658,0.658
1692846944.305507,,0.3016,0.4656,0.4656
1692846944.337338,,0.4135,0.5896,0.5896
1692846944.373210,,0.3779,0.3805,0.3805
1692846944.405336,,0.3565,0.5021,0.5021
1692846944.437454,,0.3682,0.4545,0.4545
1692846944.473586,,0.3702,0.5397,0.5397
1692846944.505914,,0.3583,0.6129,0.6129
1692846944.537793,,0.4117,0.5142,0.5142
1692846944.573282,,0.3985,0.3954,0.3985
1692846944.605153,,0.2961,0.5076,0.5076
1692846944.637206,,0.3322,0.5641,0.5641
1692846944.673833,,0.3957,0.4458,0.4458
1692846944.705239,,0.567,0.5917,0.5917
1692846944.737367,,0.4759,0.5255,0.5255
1692846944.773311,,0.3076,0.592,0.592
1692846944.805302,,0.4047,0.5006,0.5006
1692846944.837322,,0.369,0.6281,0.6281
1692846944.873214,,0.5104,0.6561,0.6561
1692846944.905191,,0.3639,0.6659,0.6659
1692846944.937432,,0.4044,0.5393,0.5393
1692846944.973320,,0.3535,0.6141,0.6141
1692846945.005330,,0.3833,0.6428,0.6428
1692846945.037342,,0.361,0.4796,0.4796
1692846945.073215,,0.3098,0.5611,0.5611
1692846945.105319,,0.3984,0.5972,0.5972
1692846945.137267,,0.4454,0.5251,0.5251
1692846945.173873,,0.3586,0.5756,0.5756
1692846945.205505,,0.3063,0.4671,0.4671
1692846945.237517,,0.3689,0.5456,0.5456
1692846945.273230,,0.3919,0.4764,0.4764
1692846945.305331,,0.3768,0.5607,0.5607
1692846945.337405,,0.363,0.5286,0.5286
1692846945.373486,,0.6282,0.5413,0.6282
1692846945.405205,,0.3776,0.6278,0.6278
1692846945.437259,,0.3362,0.4964,0.4964
1692846945.473480,,0.262,0.4556,0.4556
1692846945.505336,,0.3359,0.5725,0.5725
1692846945.537274,,0.3473,0.6268,0.6268
1692846945.573308,,0.323,0.58,0.58
1692846945.605339,,0.4215,0.5685,0.5685
1692846945.637276,,0.367,0.53,0.53
1692846945.673579,,0.2855,0.6212,0.6212
1692846945.705408,,0.3663,0.6159,0.6159
1692846945.737269,,0.6773,0.7615,0.7615
1692846945.773202,,0.2405,0.6057,0.6057
1692846945.805389,,0.322,0.5559,0.5559
1692846945.837264,,0.4144,0.6907,0.6907
1692846945.873237,,0.3459,0.6702,0.6702
1692846945.905314,,0.3557,0.6096,0.6096
1692846945.937510,,0.3837,0.654,0.654
1692846945.973284,,0.3331,0.5887,0.5887
1692846946.005300,,0.3996,0.6556,0.6556
1692846946.037412,,0.375,0.6705,0.6705
1692846946.073667,,0.4236,0.5431,0.5431
1692846946.105678,,0.4116,0.6175,0.6175
1692846946.137678,,0.3425,0.6558,0.6558
1692846946.173291,,0.3231,0.6315,0.6315
1692846946.205792,,0.3607,0.6098,0.6098
1692846946.237383,,0.3898,0.6599,0.6599
1692846946.273420,,0.4565,0.6808,0.6808
1692846946.305447,,0.4839,0.671,0.671
1692846946.337549,,0.4615,0.6324,0.6324
1692846946.373300,,0.3844,0.7042,0.7042
1692846946.405507,,0.4321,0.5665,0.5665
1692846946.437591,,0.4017,0.6592,0.6592
1692846946.473358,,0.5007,0.5808,0.5808
1692846946.505377,,0.4105,0.6444,0.6444
1692846946.537461,,0.3877,0.5889,0.5889
1692846946.573988,,0.4427,0.6837,0.6837
1692846946.605283,,0.3917,0.6128,0.6128
1692846946.637223,,0.2918,0.643,0.643
1692846946.673199,,0.5108,0.6564,0.6564
1692846946.705256,,0.3625,0.6728,0.6728
1692846946.737168,,0.4545,0.661,0.661
1692846946.773293,,0.417,0.6367,0.6367
1692846946.805360,,0.458,0.5462,0.5462
1692846946.837445,,0.4263,0.62,0.62
1692846946.873450,,0.2977,0.6992,0.6992
1692846946.905433,,0.3204,0.6377,0.6377
1692846946.937348,,0.4315,0.6472,0.6472
1692846946.973277,,0.3786,0.6427,0.6427
1692846947.005354,,0.5006,0.717,0.717
1692846947.037439,,0.4529,0.6065,0.6065
1692846947.073173,,0.43,0.6049,0.6049
1692846947.105428,,0.2878,0.6411,0.6411
1692846947.137197,,0.4647,0.6809,0.6809
1692846947.173298,,0.4337,0.6329,0.6329
1692846947.205202,,0.441,0.6549,0.6549
1692846947.237244,,0.4719,0.5633,0.5633
1692846947.273335,,0.3065,0.6964,0.6964
1692846947.305484,,0.3747,0.6617,0.6617
1692846947.338649,,0.4209,0.6286,0.6286
1692846947.373516,,0.4457,0.618,0.618
1692846947.405418,,0.4257,0.6613,0.6613
1692846947.437556,,0.4772,0.6145,0.6145
1692846947.473501,,0.5067,0.643,0.643
1692846947.505533,,0.5546,0.6343,0.6343
1692846947.537683,,0.5453,0.6721,0.6721
1692846947.573603,,0.477,0.6487,0.6487
1692846947.605669,,0.5928,0.5761,0.5928
1692846947.637537,,0.4621,0.6487,0.6487
1692846947.673391,,0.4764,0.5575,0.5575
1692846947.705554,,0.5092,0.6057,0.6057
1692846947.737336,,0.5886,0.6598,0.6598
1692846947.773472,,0.5189,0.6089,0.6089
1692846947.805538,,0.4227,0.5473,0.5473
1692846947.837243,,0.4841,0.5801,0.5801
1692846947.873351,,0.5494,0.6578,0.6578
1692846947.905749,,0.549,0.6246,0.6246
1692846947.937326,,0.3896,0.5959,0.5959
1692846947.973341,,0.4353,0.6374,0.6374
1692846948.005392,,0.4534,0.6704,0.6704
1692846948.037429,,0.5542,0.6204,0.6204
