img,z,conf_full1920,conf_sahi,conf_union
1692846928.406279,,0.0,0.0516,0.0516
1692846928.437651,,0.0,0.2753,0.2753
1692846928.473492,,0.0,0.1734,0.1734
1692846928.505696,,0.0,0.2326,0.2326
1692846928.537638,,0.0,0.1617,0.1617
1692846928.573490,,0.0,0.2323,0.2323
1692846928.605705,,0.0,0.0523,0.0523
1692846928.637545,,0.0,0.1832,0.1832
1692846928.673452,,0.0,0.0914,0.0914
1692846928.705603,,0.0,0.0857,0.0857
1692846928.737581,,0.0,0.1308,0.1308
1692846928.773589,,0.0,0.1014,0.1014
1692846928.805575,,0.0,0.0581,0.0581
1692846928.837591,,0.0,0.084,0.084
1692846928.873601,,0.0,0.102,0.102
1692846928.905628,,0.0,0.176,0.176
1692846928.937572,,0.0,0.1178,0.1178
1692846928.973619,,0.0,0.1978,0.1978
1692846929.005670,,0.0,0.1109,0.1109
1692846929.037664,,0.0,0.0905,0.0905
1692846929.073514,,0.0,0.149,0.149
1692846929.105566,,0.0,0.0837,0.0837
1692846929.137522,,0.0,0.1134,0.1134
1692846929.173886,,0.0,0.1475,0.1475
1692846929.205792,,0.0,0.111,0.111
1692846929.238037,,0.0,0.0608,0.0608
1692846929.273835,,0.0,0.0502,0.0502
1692846929.305537,,0.0,0.1696,0.1696
1692846929.337630,,0.0,0.117,0.117
1692846929.373803,,0.0,0.075,0.075
1692846929.405696,,0.0,0.0773,0.0773
1692846929.437867,,0.0,0.0813,0.0813
1692846929.473667,,0.0,0.1136,0.1136
1692846929.505540,,0.0,0.1126,0.1126
1692846929.537469,,0.0,0.1197,0.1197
1692846929.574253,,0.0,0.0974,0.0974
1692846929.605644,,0.0,0.0894,0.0894
1692846929.637984,,0.0,0.2863,0.2863
1692846929.673536,,0.0,0.1133,0.1133
1692846929.705620,,0.0,0.1377,0.1377
1692846929.737540,,0.0,0.1086,0.1086
1692846929.773527,,0.0,0.1767,0.1767
1692846929.805638,,0.0,0.2119,0.2119
1692846929.837570,,0.0,0.0966,0.0966
1692846929.873493,,0.0,0.2548,0.2548
1692846929.905622,,0.0,0.2114,0.2114
1692846929.937533,,0.0,0.14,0.14
1692846929.973612,,0.0,0.0781,0.0781
1692846930.005648,,0.0,0.1179,0.1179
1692846930.037752,,0.0,0.0775,0.0775
1692846930.073592,,0.0,0.0815,0.0815
1692846930.105878,,0.0,0.1015,0.1015
1692846930.137652,,0.0,0.2292,0.2292
1692846930.173583,,0.0,0.2872,0.2872
1692846930.205608,,0.0,0.1029,0.1029
1692846930.237547,,0.0,0.0817,0.0817
1692846930.273476,,0.0,0.2632,0.2632
1692846930.305617,,0.0,0.0896,0.0896
1692846930.337565,,0.0,0.1077,0.1077
1692846930.373483,,0.0,0.2249,0.2249
1692846930.405466,,0.0,0.0957,0.0957
1692846930.437614,,0.0,0.1931,0.1931
1692846930.473431,,0.0,0.0595,0.0595
1692846930.505481,,0.0,0.1285,0.1285
1692846930.537536,,0.0,0.2762,0.2762
1692846930.573429,,0.0,0.1075,0.1075
1692846930.605674,,0.0,0.181,0.181
1692846930.638178,,0.0,0.3556,0.3556
1692846930.673474,,0.0,0.1026,0.1026
1692846930.705902,,0.0,0.2364,0.2364
1692846930.737576,,0.0,0.2654,0.2654
1692846930.773682,,0.0,0.1228,0.1228
1692846930.807536,,0.0,0.1546,0.1546
1692846930.837672,,0.0,0.1087,0.1087
1692846930.873640,,0.0,0.0705,0.0705
1692846930.905548,,0.0,0.0991,0.0991
1692846930.937602,,0.0,0.0661,0.0661
1692846930.973574,,0.0,0.147,0.147
1692846931.005586,,0.0,0.1148,0.1148
1692846931.037549,,0.0,0.1359,0.1359
1692846931.073565,,0.0,0.0834,0.0834
1692846931.105541,,0.0,0.1124,0.1124
1692846931.137532,,0.0,0.1381,0.1381
1692846931.173450,,0.0,0.0855,0.0855
1692846931.205690,,0.0,0.0563,0.0563
1692846931.237525,,0.0,0.0627,0.0627
1692846931.273626,,0.0,0.1515,0.1515
1692846931.305576,,0.0,0.2031,0.2031
1692846931.337524,,0.0,0.0913,0.0913
1692846931.373770,,0.0,0.0991,0.0991
1692846931.405523,,0.0,0.1003,0.1003
1692846931.437614,,0.0,0.0801,0.0801
1692846931.473696,,0.0,0.0822,0.0822
1692846931.505521,,0.0,0.2102,0.2102
1692846931.537576,,0.0,0.1273,0.1273
1692846931.573590,,0.0,0.0904,0.0904
1692846931.605577,,0.0,0.1108,0.1108
1692846931.637658,,0.0,0.1635,0.1635
1692846931.673573,,0.0,0.1111,0.1111
1692846931.705817,,0.0,0.098,0.098
1692846931.738010,,0.0,0.1814,0.1814
1692846931.773651,,0.0,0.1219,0.1219
1692846931.805763,,0.0,0.0694,0.0694
1692846931.837697,,0.0,0.0974,0.0974
1692846931.873634,,0.0,0.0795,0.0795
1692846931.905752,,0.0,0.0773,0.0773
1692846931.937539,,0.0,0.0688,0.0688
1692846931.974182,,0.0,0.2632,0.2632
1692846932.005724,,0.0,0.1957,0.1957
1692846932.037725,,0.0,0.0818,0.0818
1692846932.074140,,0.0,0.2917,0.2917
1692846932.105638,,0.0,0.088,0.088
1692846932.137636,,0.0,0.11,0.11
1692846932.173521,,0.0,0.1292,0.1292
1692846932.205586,,0.0,0.0937,0.0937
1692846932.237633,,0.0,0.0715,0.0715
1692846932.273473,,0.0,0.1518,0.1518
1692846932.305498,,0.0,0.0777,0.0777
1692846932.337499,,0.0,0.0739,0.0739
1692846932.374259,,0.0,0.1353,0.1353
1692846932.405661,,0.0,0.0651,0.0651
1692846932.437642,,0.0,0.0894,0.0894
1692846932.473666,,0.0,0.1051,0.1051
1692846932.505893,,0.0,0.1351,0.1351
1692846932.537592,,0.0,0.2734,0.2734
1692846932.573495,,0.0,0.095,0.095
1692846932.605547,,0.0,0.0778,0.0778
1692846932.637641,,0.0,0.0844,0.0844
1692846932.673488,,0.0,0.188,0.188
1692846932.705565,,0.0,0.0975,0.0975
1692846932.737513,,0.0,0.0607,0.0607
1692846932.773490,,0.0,0.2413,0.2413
1692846932.805493,,0.0,0.2338,0.2338
1692846932.837601,,0.0,0.0978,0.0978
1692846932.873509,,0.0,0.1298,0.1298
1692846932.905658,,0.0,0.1334,0.1334
1692846932.937557,,0.0,0.2729,0.2729
1692846932.973554,,0.0,0.1684,0.1684
1692846933.005563,,0.0,0.0837,0.0837
1692846933.037550,,0.0,0.1217,0.1217
1692846933.073457,,0.0,0.2677,0.2677
1692846933.105551,,0.0,0.0779,0.0779
1692846933.137484,,0.0,0.2616,0.2616
1692846933.173531,,0.0,0.0505,0.0505
1692846933.205208,,0.0,0.2157,0.2157
1692846933.237238,,0.0,0.1748,0.1748
1692846933.273458,,0.0,0.1103,0.1103
1692846933.305702,,0.0,0.0567,0.0567
1692846933.337823,,0.0,0.2218,0.2218
1692846933.373834,,0.0,0.1641,0.1641
1692846933.405441,,0.0,0.137,0.137
1692846933.437424,,0.0,0.0928,0.0928
1692846933.473670,,0.0,0.0739,0.0739
1692846933.505735,,0.0,0.1016,0.1016
1692846933.537409,,0.0,0.1945,0.1945
1692846933.573487,,0.0,0.055,0.055
1692846933.605381,,0.0,0.1261,0.1261
1692846933.637375,,0.0,0.1107,0.1107
1692846933.673551,,0.0,0.1395,0.1395
1692846933.705441,,0.0,0.056,0.056
1692846933.737373,,0.0,0.2031,0.2031
1692846933.773384,,0.0,0.0752,0.0752
1692846933.805393,,0.0,0.276,0.276
1692846933.837379,,0.0,0.1821,0.1821
1692846933.873374,,0.0,0.0882,0.0882
1692846933.905623,,0.0,0.0923,0.0923
1692846933.937396,,0.0,0.0754,0.0754
1692846933.973509,,0.0,0.2105,0.2105
1692846934.005481,,0.0,0.1,0.1
1692846934.037523,,0.0,0.304,0.304
1692846934.074493,,0.0,0.0875,0.0875
1692846934.105414,,0.0,0.1416,0.1416
1692846934.137726,,0.0,0.1311,0.1311
1692846934.173494,,0.0,0.1249,0.1249
1692846934.205572,,0.0,0.1225,0.1225
1692846934.237447,,0.0,0.106,0.106
1692846934.273702,,0.0,0.0895,0.0895
1692846934.305510,,0.0,0.093,0.093
1692846934.337437,,0.0,0.138,0.138
1692846934.374685,,0.0,0.1491,0.1491
1692846934.405722,,0.0,0.2161,0.2161
1692846934.438126,,0.0,0.1512,0.1512
1692846934.473813,,0.0,0.0636,0.0636
1692846934.505748,,0.0,0.1276,0.1276
1692846934.537539,,0.0,0.0735,0.0735
1692846934.573540,,0.0,0.127,0.127
1692846934.605624,,0.0,0.0774,0.0774
1692846934.637371,,0.0,0.1182,0.1182
1692846934.673357,,0.0,0.0672,0.0672
1692846934.705547,,0.0,0.1437,0.1437
1692846934.737395,,0.0,0.0,0.0
1692846934.773877,,0.0,0.0742,0.0742
1692846934.805652,,0.0,0.0,0.0
1692846934.837664,,0.0,0.1644,0.1644
1692846934.873460,,0.0,0.1788,0.1788
1692846934.905700,,0.0,0.0743,0.0743
1692846934.937450,,0.0,0.0991,0.0991
1692846934.973546,,0.0,0.1198,0.1198
1692846935.005569,,0.0,0.0661,0.0661
1692846935.037724,,0.0,0.1894,0.1894
1692846935.073562,,0.0,0.0604,0.0604
1692846935.105751,,0.0,0.1163,0.1163
1692846935.137670,,0.0,0.0782,0.0782
1692846935.173472,,0.0,0.188,0.188
1692846935.205369,,0.0,0.0,0.0
1692846935.237585,,0.0,0.0502,0.0502
1692846935.273438,,0.0,0.052,0.052
1692846935.305478,,0.0,0.2,0.2
1692846935.337399,,0.0,0.1001,0.1001
1692846935.373329,,0.0,0.1272,0.1272
1692846935.405510,,0.0,0.2896,0.2896
1692846935.437507,,0.0,0.1279,0.1279
1692846935.473076,,0.0,0.1092,0.1092
1692846935.505637,,0.0,0.0736,0.0736
1692846935.537459,,0.0,0.2186,0.2186
1692846935.573694,,0.0,0.1294,0.1294
1692846935.605679,,0.0,0.0758,0.0758
1692846935.637833,,0.0,0.2083,0.2083
1692846935.673886,,0.0,0.1343,0.1343
1692846935.705579,,0.0,0.1484,0.1484
1692846935.738745,,0.0,0.1908,0.1908
1692846935.773689,,0.0,0.133,0.133
1692846935.805509,,0.0,0.0597,0.0597
1692846935.837276,,0.0,0.1307,0.1307
1692846935.873528,,0.0,0.2759,0.2759
1692846935.905533,,0.0,0.1401,0.1401
1692846935.937502,,0.0,0.1576,0.1576
1692846935.973443,,0.0,0.2458,0.2458
1692846936.005913,,0.0,0.0713,0.0713
1692846936.037452,,0.0,0.1289,0.1289
1692846936.073509,,0.0,0.0571,0.0571
1692846936.105639,,0.0,0.0849,0.0849
1692846936.137510,,0.0,0.1511,0.1511
1692846936.173962,,0.0,0.0,0.0
1692846936.205711,,0.0,0.0809,0.0809
1692846936.237688,,0.0,0.1125,0.1125
1692846936.273523,,0.0,0.1061,0.1061
1692846936.305537,,0.0,0.1195,0.1195
1692846936.337472,,0.0,0.1459,0.1459
1692846936.374181,,0.0,0.0,0.0
1692846936.405698,,0.0,0.0701,0.0701
1692846936.437746,,0.0,0.0706,0.0706
1692846936.473829,,0.0,0.1295,0.1295
1692846936.505592,,0.0,0.1983,0.1983
1692846936.537707,,0.0,0.1312,0.1312
1692846936.573629,,0.0,0.0634,0.0634
1692846936.605682,,0.0,0.1397,0.1397
1692846936.637511,,0.0,0.0688,0.0688
1692846936.673470,,0.0,0.23,0.23
1692846936.705804,,0.0,0.1623,0.1623
1692846936.737736,,0.0,0.101,0.101
1692846936.773706,,0.0,0.2034,0.2034
1692846936.806377,,0.0,0.1072,0.1072
1692846936.837979,,0.0,0.1446,0.1446
1692846936.873467,,0.0,0.0875,0.0875
1692846936.906136,,0.0,0.1569,0.1569
1692846936.938076,,0.0,0.0817,0.0817
1692846936.973438,,0.0,0.2296,0.2296
1692846937.005603,,0.0,0.0554,0.0554
1692846937.037481,,0.0,0.1144,0.1144
1692846937.073537,,0.0,0.0831,0.0831
1692846937.105519,,0.0,0.1128,0.1128
1692846937.137583,,0.0,0.0869,0.0869
1692846937.173496,,0.0,0.2079,0.2079
1692846937.205903,,0.0,0.1191,0.1191
1692846937.237788,,0.0,0.1756,0.1756
1692846937.273565,,0.0,0.1076,0.1076
1692846937.305753,,0.0,0.0817,0.0817
1692846937.337637,,0.0,0.1868,0.1868
1692846937.373569,,0.0,0.1484,0.1484
1692846937.405571,,0.0,0.2153,0.2153
1692846937.437512,,0.0,0.092,0.092
1692846937.473479,,0.0,0.0501,0.0501
1692846937.505564,,0.0,0.076,0.076
1692846937.537557,,0.0,0.0572,0.0572
1692846937.573481,,0.0,0.1204,0.1204
1692846937.605462,,0.0,0.0747,0.0747
1692846937.637508,,0.0,0.1136,0.1136
1692846937.673539,,0.0,0.1795,0.1795
1692846937.705507,,0.0,0.2134,0.2134
1692846937.737597,,0.0,0.1251,0.1251
1692846937.773565,,0.0,0.2127,0.2127
1692846937.805541,,0.0,0.0659,0.0659
1692846937.837517,,0.0,0.0739,0.0739
1692846937.873503,,0.0,0.0577,0.0577
1692846937.905550,,0.0,0.1901,0.1901
1692846937.937521,,0.0,0.0712,0.0712
1692846937.973588,,0.0,0.1868,0.1868
1692846938.005641,,0.0,0.2657,0.2657
1692846938.037608,,0.0,0.2044,0.2044
1692846938.073524,,0.0,0.163,0.163
1692846938.105703,,0.0,0.2141,0.2141
1692846938.137616,,0.0,0.0909,0.0909
1692846938.173527,,0.0,0.1228,0.1228
1692846938.205513,,0.0,0.13,0.13
1692846938.237563,,0.0,0.1831,0.1831
1692846938.273452,,0.0,0.0,0.0
1692846938.305570,,0.0,0.1165,0.1165
1692846938.337425,,0.0,0.1104,0.1104
1692846938.373613,,0.0,0.1452,0.1452
1692846938.405700,,0.0,0.1822,0.1822
1692846938.437642,,0.0,0.1438,0.1438
1692846938.474011,,0.0,0.132,0.132
1692846938.505553,,0.0,0.134,0.134
1692846938.537636,,0.0,0.0829,0.0829
1692846938.573640,,0.0,0.1464,0.1464
1692846938.605653,,0.0,0.0802,0.0802
1692846938.637560,,0.0,0.0,0.0
1692846938.673696,,0.0,0.2138,0.2138
1692846938.705515,,0.0,0.1392,0.1392
1692846938.737483,,0.0,0.0609,0.0609
1692846938.773434,,0.0,0.0555,0.0555
1692846938.805672,,0.0,0.1637,0.1637
1692846938.837652,,0.0,0.0672,0.0672
1692846938.873661,,0.0,0.1597,0.1597
1692846938.905832,,0.0,0.1967,0.1967
1692846938.937593,,0.0,0.1149,0.1149
1692846938.973818,,0.0,0.1068,0.1068
1692846939.005687,,0.0,0.0,0.0
1692846939.038011,,0.0,0.0851,0.0851
1692846939.073556,,0.0,0.1873,0.1873
1692846939.105689,,0.0,0.2026,0.2026
1692846939.137612,,0.0,0.1502,0.1502
1692846939.173643,,0.0,0.1891,0.1891
1692846939.206493,,0.0,0.1204,0.1204
1692846939.238107,,0.0,0.1029,0.1029
1692846939.273706,,0.0,0.1651,0.1651
1692846939.305874,,0.0,0.1662,0.1662
1692846939.338170,,0.0,0.1975,0.1975
1692846939.373564,,0.0,0.1777,0.1777
1692846939.405570,,0.0,0.1848,0.1848
1692846939.437579,,0.0,0.1642,0.1642
1692846939.473509,,0.0,0.1917,0.1917
1692846939.505569,,0.0,0.2028,0.2028
1692846939.537529,,0.0,0.2919,0.2919
1692846939.573592,,0.0,0.1417,0.1417
1692846939.605727,,0.0,0.0912,0.0912
1692846939.637715,,0.0,0.0791,0.0791
1692846939.673770,,0.0,0.0875,0.0875
1692846939.705801,,0.0,0.0608,0.0608
1692846939.737570,,0.0,0.1151,0.1151
1692846939.773584,,0.0,0.0687,0.0687
1692846939.805552,,0.0,0.0882,0.0882
1692846939.837519,,0.0,0.1085,0.1085
1692846939.873484,,0.0,0.1355,0.1355
1692846939.905560,,0.0,0.1389,0.1389
1692846939.937484,,0.0,0.2337,0.2337
1692846939.973430,,0.0,0.151,0.151
1692846940.005551,,0.0,0.0997,0.0997
1692846940.037505,,0.0,0.1509,0.1509
1692846940.073664,,0.0,0.2646,0.2646
1692846940.105706,,0.0,0.1549,0.1549
1692846940.137506,,0.0,0.2053,0.2053
1692846940.173557,,0.0,0.1198,0.1198
1692846940.205720,,0.0,0.1496,0.1496
1692846940.237514,,0.0,0.1747,0.1747
1692846940.273513,,0.0,0.0879,0.0879
1692846940.305612,,0.0,0.1254,0.1254
1692846940.337491,,0.0,0.2075,0.2075
1692846940.373636,,0.0,0.0754,0.0754
1692846940.405758,,0.0,0.12,0.12
1692846940.437672,,0.0,0.1536,0.1536
1692846940.473585,,0.0,0.0902,0.0902
1692846940.505802,,0.0,0.1183,0.1183
1692846940.537544,,0.0,0.2213,0.2213
1692846940.573616,,0.0,0.0546,0.0546
1692846940.605538,,0.0,0.126,0.126
1692846940.637552,,0.0,0.1129,0.1129
1692846940.673567,,0.0,0.0656,0.0656
1692846940.705544,,0.0,0.2207,0.2207
1692846940.737485,,0.0,0.0572,0.0572
1692846940.773480,,0.0,0.1466,0.1466
1692846940.805617,,0.0,0.0922,0.0922
1692846940.837535,,0.0,0.065,0.065
1692846940.873528,,0.0,0.0977,0.0977
1692846940.905754,,0.0,0.0531,0.0531
1692846940.937509,,0.0,0.2054,0.2054
1692846940.973547,,0.0,0.2101,0.2101
1692846941.005771,,0.0,0.0597,0.0597
1692846941.037551,,0.0,0.0838,0.0838
1692846941.073471,,0.0,0.0,0.0
1692846941.105624,,0.0,0.1375,0.1375
1692846941.137580,,0.0,0.2672,0.2672
1692846941.173945,,0.0,0.0944,0.0944
1692846941.205735,,0.0,0.1048,0.1048
1692846941.237724,,0.0,0.0776,0.0776
1692846941.273659,,0.0,0.1456,0.1456
1692846941.305749,,0.0,0.1206,0.1206
1692846941.337789,,0.0,0.1568,0.1568
1692846941.373602,,0.0,0.3093,0.3093
1692846941.405774,,0.0,0.0509,0.0509
1692846941.437661,,0.0,0.1139,0.1139
1692846941.473596,,0.0,0.0811,0.0811
1692846941.505704,,0.0,0.1409,0.1409
1692846941.537643,,0.0,0.0846,0.0846
1692846941.573473,,0.0,0.1224,0.1224
1692846941.605696,,0.0,0.0675,0.0675
1692846941.637819,,0.0,0.0945,0.0945
1692846941.673501,,0.0,0.1747,0.1747
1692846941.705617,,0.0,0.0609,0.0609
1692846941.738105,,0.0,0.0802,0.0802
1692846941.773567,,0.0,0.0663,0.0663
1692846941.805601,,0.0,0.0542,0.0542
1692846941.837937,,0.0,0.1024,0.1024
1692846941.873430,,0.0,0.2033,0.2033
1692846941.905782,,0.0,0.1977,0.1977
1692846941.937611,,0.0,0.2147,0.2147
1692846941.973949,,0.0,0.1601,0.1601
1692846942.005722,,0.0,0.0901,0.0901
1692846942.037809,,0.0,0.1308,0.1308
1692846942.073622,,0.0,0.1054,0.1054
1692846942.105965,,0.0,0.1993,0.1993
1692846942.137567,,0.0,0.1591,0.1591
1692846942.173513,,0.0,0.1801,0.1801
1692846942.205642,,0.0,0.2159,0.2159
1692846942.237551,,0.0,0.1644,0.1644
1692846942.273524,,0.0,0.1024,0.1024
1692846942.305620,,0.0,0.0809,0.0809
1692846942.337587,,0.0,0.1869,0.1869
1692846942.373528,,0.0,0.1284,0.1284
1692846942.405530,,0.0,0.1835,0.1835
1692846942.437511,,0.0,0.2262,0.2262
1692846942.473583,,0.0,0.1668,0.1668
1692846942.505576,,0.0,0.1318,0.1318
1692846942.537527,,0.0,0.2018,0.2018
1692846942.573508,,0.0,0.1774,0.1774
1692846942.605664,,0.0,0.1242,0.1242
1692846942.637606,,0.0,0.1234,0.1234
1692846942.673579,,0.0,0.0923,0.0923
1692846942.705502,,0.0,0.1129,0.1129
1692846942.737575,,0.0,0.063,0.063
1692846942.773446,,0.0,0.1019,0.1019
1692846942.805799,,0.0,0.1669,0.1669
1692846942.837595,,0.0,0.1418,0.1418
1692846942.873558,,0.0,0.1257,0.1257
1692846942.905547,,0.0,0.1668,0.1668
1692846942.937656,,0.0,0.1347,0.1347
1692846942.973455,,0.0,0.1418,0.1418
1692846943.005507,,0.0,0.1723,0.1723
1692846943.037551,,0.0,0.0849,0.0849
1692846943.073628,,0.0,0.2027,0.2027
1692846943.105713,,0.0,0.129,0.129
1692846943.137579,,0.0,0.1482,0.1482
1692846943.173733,,0.0,0.1179,0.1179
1692846943.205561,,0.0,0.1176,0.1176
1692846943.237588,,0.0,0.1225,0.1225
1692846943.273122,,0.0,0.084,0.084
1692846943.305980,,0.0,0.2269,0.2269
1692846943.337167,,0.0,0.1169,0.1169
1692846943.373394,,0.0,0.1463,0.1463
1692846943.405470,,0.0,0.0814,0.0814
1692846943.437343,,0.0,0.0966,0.0966
1692846943.473291,,0.0,0.1728,0.1728
1692846943.505373,,0.0,0.0864,0.0864
1692846943.537268,,0.0,0.2344,0.2344
1692846943.573257,,0.0,0.1336,0.1336
1692846943.605362,,0.0,0.0991,0.0991
1692846943.637317,,0.0,0.1066,0.1066
1692846943.673265,,0.0,0.1933,0.1933
1692846943.706488,,0.0,0.1213,0.1213
1692846943.737623,,0.0,0.1434,0.1434
1692846943.773262,,0.0,0.2347,0.2347
1692846943.805328,,0.0,0.2557,0.2557
1692846943.837407,,0.0,0.1443,0.1443
1692846943.873501,,0.0,0.129,0.129
1692846943.905602,,0.0,0.1136,0.1136
1692846943.937469,,0.0,0.1403,0.1403
1692846943.973209,,0.0,0.1352,0.1352
1692846944.005479,,0.0,0.1133,0.1133
1692846944.037851,,0.0,0.1596,0.1596
1692846944.073492,,0.0,0.1019,0.1019
1692846944.105457,,0.0,0.1951,0.1951
1692846944.137713,,0.0,0.0956,0.0956
1692846944.173692,,0.0,0.0972,0.0972
1692846944.205333,,0.0,0.1335,0.1335
1692846944.237421,,0.0,0.1526,0.1526
1692846944.273660,,0.0,0.1591,0.1591
1692846944.305507,,0.0,0.0888,0.0888
1692846944.337338,,0.0,0.1375,0.1375
1692846944.373210,,0.0,0.0546,0.0546
1692846944.405336,,0.0,0.0845,0.0845
1692846944.437454,,0.0,0.1692,0.1692
1692846944.473586,,0.0,0.0686,0.0686
1692846944.505914,,0.0,0.0824,0.0824
1692846944.537793,,0.0,0.1002,0.1002
1692846944.573282,,0.0,0.166,0.166
1692846944.605153,,0.0,0.1086,0.1086
1692846944.637206,,0.0,0.1006,0.1006
1692846944.673833,,0.0,0.1105,0.1105
1692846944.705239,,0.0,0.1556,0.1556
1692846944.737367,,0.0,0.1224,0.1224
1692846944.773311,,0.0,0.0704,0.0704
1692846944.805302,,0.0,0.1507,0.1507
1692846944.837322,,0.0,0.329,0.329
1692846944.873214,,0.0,0.1435,0.1435
1692846944.905191,,0.0,0.1948,0.1948
1692846944.937432,,0.0,0.1825,0.1825
1692846944.973320,,0.0,0.0848,0.0848
1692846945.005330,,0.0,0.1566,0.1566
1692846945.037342,,0.0,0.2194,0.2194
1692846945.073215,,0.0,0.1987,0.1987
1692846945.105319,,0.0,0.1595,0.1595
1692846945.137267,,0.0,0.1081,0.1081
1692846945.173873,,0.0,0.1252,0.1252
1692846945.205505,,0.0,0.0826,0.0826
1692846945.237517,,0.0,0.1112,0.1112
1692846945.273230,,0.0,0.138,0.138
1692846945.305331,,0.0,0.2839,0.2839
1692846945.337405,,0.0,0.0987,0.0987
1692846945.373486,,0.0,0.1426,0.1426
1692846945.405205,,0.0,0.1154,0.1154
1692846945.437259,,0.0,0.1143,0.1143
1692846945.473480,,0.0,0.202,0.202
1692846945.505336,,0.0,0.0772,0.0772
1692846945.537274,,0.0,0.1812,0.1812
1692846945.573308,,0.0,0.1714,0.1714
1692846945.605339,,0.0,0.1205,0.1205
1692846945.637276,,0.0,0.1009,0.1009
1692846945.673579,,0.0,0.0856,0.0856
1692846945.705408,,0.0,0.0675,0.0675
1692846945.737269,,0.0,0.3512,0.3512
1692846945.773202,,0.0,0.1105,0.1105
1692846945.805389,,0.0,0.1919,0.1919
1692846945.837264,,0.0,0.1043,0.1043
1692846945.873237,,0.0,0.1288,0.1288
1692846945.905314,,0.0,0.0842,0.0842
1692846945.937510,,0.0,0.1011,0.1011
1692846945.973284,,0.0,0.1248,0.1248
1692846946.005300,,0.0,0.1656,0.1656
1692846946.037412,,0.0,0.1105,0.1105
1692846946.073667,,0.0,0.1769,0.1769
1692846946.105678,,0.0,0.0874,0.0874
1692846946.137678,,0.0,0.1512,0.1512
1692846946.173291,,0.0,0.2001,0.2001
1692846946.205792,,0.0,0.1843,0.1843
1692846946.237383,,0.0,0.1586,0.1586
1692846946.273420,,0.0,0.2655,0.2655
1692846946.305447,,0.0,0.2607,0.2607
1692846946.337549,,0.0,0.3424,0.3424
1692846946.373300,,0.0,0.233,0.233
1692846946.405507,,0.0,0.3436,0.3436
1692846946.437591,,0.0,0.3224,0.3224
1692846946.473358,,0.0,0.2983,0.2983
1692846946.505377,,0.0,0.1952,0.1952
1692846946.537461,,0.0,0.1973,0.1973
1692846946.573988,,0.0,0.116,0.116
1692846946.605283,,0.0,0.0746,0.0746
1692846946.637223,,0.0,0.2174,0.2174
1692846946.673199,,0.0,0.0819,0.0819
1692846946.705256,,0.0,0.246,0.246
1692846946.737168,,0.0,0.1442,0.1442
1692846946.773293,,0.0,0.3041,0.3041
1692846946.805360,,0.0,0.2149,0.2149
1692846946.837445,,0.0,0.2092,0.2092
1692846946.873450,,0.0,0.3172,0.3172
1692846946.905433,,0.0,0.1457,0.1457
1692846946.937348,,0.0,0.1451,0.1451
1692846946.973277,,0.0,0.2035,0.2035
1692846947.005354,,0.0,0.3218,0.3218
1692846947.037439,,0.0,0.2748,0.2748
1692846947.073173,,0.0,0.2606,0.2606
1692846947.105428,,0.0,0.1697,0.1697
1692846947.137197,,0.0,0.2025,0.2025
1692846947.173298,,0.0,0.2642,0.2642
1692846947.205202,,0.0,0.1472,0.1472
1692846947.237244,,0.0,0.1497,0.1497
1692846947.273335,,0.0,0.1838,0.1838
1692846947.305484,,0.0,0.2578,0.2578
1692846947.338649,,0.0,0.2671,0.2671
1692846947.373516,,0.0,0.2271,0.2271
1692846947.405418,,0.0,0.2977,0.2977
1692846947.437556,,0.0,0.2818,0.2818
1692846947.473501,,0.0,0.2726,0.2726
1692846947.505533,,0.0,0.284,0.284
1692846947.537683,,0.0,0.1431,0.1431
1692846947.573603,,0.0,0.2221,0.2221
1692846947.605669,,0.0,0.2601,0.2601
1692846947.637537,,0.0,0.2318,0.2318
1692846947.673391,,0.0,0.2144,0.2144
1692846947.705554,,0.0,0.2229,0.2229
1692846947.737336,,0.0,0.2618,0.2618
1692846947.773472,,0.0,0.2136,0.2136
1692846947.805538,,0.0,0.2201,0.2201
1692846947.837243,,0.0,0.1963,0.1963
1692846947.873351,,0.0,0.173,0.173
1692846947.905749,,0.0,0.2368,0.2368
1692846947.937326,,0.0,0.1848,0.1848
1692846947.973341,,0.0,0.2501,0.2501
1692846948.005392,,0.0,0.254,0.254
1692846948.037429,,0.0,0.2422,0.2422
1692846948.073459,,0.0,0.2738,0.2738
1692846948.105348,,0.0,0.1674,0.1674
1692846948.137290,,0.0,0.2277,0.2277
1692846948.173301,,0.0,0.2576,0.2576
1692846948.205576,,0.0,0.237,0.237
1692846948.237170,,0.0,0.1534,0.1534
1692846948.273225,,0.0,0.2509,0.2509
1692846948.305343,,0.0,0.2567,0.2567
1692846948.337309,,0.0,0.1891,0.1891
1692846948.373391,,0.0,0.2414,0.2414
1692846948.405284,,0.0,0.201,0.201
1692846948.437371,,0.0,0.1544,0.1544
1692846948.473282,,0.0,0.2178,0.2178
1692846948.505460,,0.0,0.2537,0.2537
1692846948.537340,,0.0,0.2447,0.2447
1692846948.573232,,0.0,0.2585,0.2585
1692846948.605854,,0.0,0.2171,0.2171
1692846948.637414,,0.0,0.2518,0.2518
1692846948.673223,,0.0,0.2484,0.2484
1692846948.705449,,0.0,0.2547,0.2547
1692846948.737489,,0.0,0.2426,0.2426
1692846948.773276,,0.0,0.224,0.224
1692846948.805396,,0.0,0.2257,0.2257
