ImageID,url,license,status,w,h,bird
dba1066addba888d,https://c6.staticflickr.com/6/5209/5258703355_4edd1662da_o.jpg,https://creativecommons.org/licenses/by/2.0/,dead-confirmed,,,0
71d27237813b4e32,https://farm3.staticflickr.com/3200/2467050475_f70bb0021a_o.jpg,https://creativecommons.org/licenses/by/2.0/,dead-confirmed,,,0
bd74a4dcf1a871e9,https://c2.staticflickr.com/9/8762/16506360483_022c8d5999_o.jpg,https://creativecommons.org/licenses/by/2.0/,dead-confirmed,,,0
1332ee849de2e42c,https://c5.staticflickr.com/9/8584/16193458483_06e1d33874_o.jpg,https://creativecommons.org/licenses/by/2.0/,dead-confirmed,,,0
0451aa5cf163feab,https://c4.staticflickr.com/3/2615/3801772068_c064584770_o.jpg,https://creativecommons.org/licenses/by/2.0/,dead-confirmed,,,0
c3bfc384d7819d7e,https://c7.staticflickr.com/1/21/31533152_96b12dfe37_o.jpg,https://creativecommons.org/licenses/by/2.0/,dead-confirmed,,,0
6280218c3acff468,https://c1.staticflickr.com/1/79/240813175_977d3328f6_o.jpg,https://creativecommons.org/licenses/by/2.0/,dead-confirmed,,,0
a1792883a6ba5d4c,https://c5.staticflickr.com/6/5570/14965070521_c9d89ac240_o.jpg,https://creativecommons.org/licenses/by/2.0/,dead-confirmed,,,0
93dc23d16e8da37e,https://c7.staticflickr.com/8/7553/15713804629_5041821657_o.jpg,https://creativecommons.org/licenses/by/2.0/,dead-confirmed,,,0
b6e2e94c47ebd241,https://farm2.staticflickr.com/8571/16510599308_480bb33aed_o.jpg,https://creativecommons.org/licenses/by/2.0/,dead-confirmed,,,0
bfb906dcdef46ad3,https://farm4.staticflickr.com/8338/8175643204_8c21db42a9_o.jpg,https://creativecommons.org/licenses/by/2.0/,dead-confirmed,,,0
5654b189d69da818,https://c1.staticflickr.com/6/5273/5868065422_39ec089b4a_o.jpg,https://creativecommons.org/licenses/by/2.0/,dead-confirmed,,,0
0bff5d8cb2c2a2c9,https://c2.staticflickr.com/9/8060/8170733832_365c1e9059_o.jpg,https://creativecommons.org/licenses/by/2.0/,dead-confirmed,,,0
8110f3a2b2f9ea7e,https://c7.staticflickr.com/4/3283/2835155392_7c28db3a3c_o.jpg,https://creativecommons.org/licenses/by/2.0/,dead-confirmed,,,0
8fd0b4ad21398c24,https://farm5.staticflickr.com/8031/8045933607_55f7afc3bf_o.jpg,https://creativecommons.org/licenses/by/2.0/,dead-confirmed,,,0
e4462a3e109c077b,https://c4.staticflickr.com/3/2392/2252517077_15c32815e8_o.jpg,https://creativecommons.org/licenses/by/2.0/,dead-confirmed,,,0
25865f49f24c9a10,https://farm1.staticflickr.com/7620/16552317628_db4b937f4f_o.jpg,https://creativecommons.org/licenses/by/2.0/,dead-confirmed,,,0
dbece6c572cc3bb6,https://farm7.staticflickr.com/2371/2294317199_a29f9a8758_o.jpg,https://creativecommons.org/licenses/by/2.0/,dead-confirmed,,,0
832dfca068646e7d,https://c6.staticflickr.com/4/3221/2977763362_a6d97c0103_o.jpg,https://creativecommons.org/licenses/by/2.0/,dead-confirmed,,,0
4d3b268b8912edeb,https://c6.staticflickr.com/7/6201/6108067811_f969e78252_o.jpg,https://creativecommons.org/licenses/by/2.0/,dead-confirmed,,,0
b0cc5c78fecc9d58,https://c1.staticflickr.com/4/3309/3443920624_484e1d81c0_o.jpg,https://creativecommons.org/licenses/by/2.0/,dead-confirmed,,,0
d05861bda0339a45,https://farm6.staticflickr.com/3743/11127279325_936f9c7d27_o.jpg,https://creativecommons.org/licenses/by/2.0/,dead-confirmed,,,0
dc415c94ebdcfeae,https://c7.staticflickr.com/9/8004/7236499842_d4876fc30d_o.jpg,https://creativecommons.org/licenses/by/2.0/,dead-confirmed,,,0
d78327b60af44835,https://farm6.staticflickr.com/8637/15770849293_11feb3b07d_o.jpg,https://creativecommons.org/licenses/by/2.0/,dead-confirmed,,,0
d1b88f95bc8903b4,https://farm5.staticflickr.com/4006/4407085327_e50acd715b_o.jpg,https://creativecommons.org/licenses/by/2.0/,dead-confirmed,,,0
3708128cd8a52c9c,https://c5.staticflickr.com/4/3918/14701221697_b552690bb2_o.jpg,https://creativecommons.org/licenses/by/2.0/,accepted,2448,3264,0
0b6b92ee7daf2c5c,https://c5.staticflickr.com/4/3797/12842985945_6050882bc8_o.jpg,https://creativecommons.org/licenses/by/2.0/,accepted,5760,3840,0
dcee590925f95879,https://c2.staticflickr.com/1/209/504615138_2521410b7e_o.jpg,https://creativecommons.org/licenses/by/2.0/,accepted,2560,1920,0
08877441bb91eceb,https://c4.staticflickr.com/9/8653/16200036468_f29e7a9012_o.jpg,https://creativecommons.org/licenses/by/2.0/,accepted,2500,1656,0
ab753efd8ecb80ea,https://c3.staticflickr.com/4/3606/3280539543_3301b5b843_o.jpg,https://creativecommons.org/licenses/by/2.0/,accepted,2448,3264,0
e8286561e708febc,https://c5.staticflickr.com/5/4052/4260727634_e67bbfbe21_o.jpg,https://creativecommons.org/licenses/by/2.0/,accepted,1740,1740,0
89cea1955da08c9b,https://c4.staticflickr.com/9/8232/8561425480_883b12a9dd_o.jpg,https://creativecommons.org/licenses/by/2.0/,dead-404,,,0
0be9c11f16cf1fbe,https://c7.staticflickr.com/6/5208/5294379241_4eb1bb5894_o.jpg,https://creativecommons.org/licenses/by/2.0/,accepted,5184,3456,0
cdfa78c7fdf7a316,https://farm7.staticflickr.com/5545/14127625076_836546e93c_o.jpg,https://creativecommons.org/licenses/by/2.0/,accepted,5184,3456,0
1920bcb71692fd81,https://farm2.staticflickr.com/5140/5510269305_d4c67b9a86_o.jpg,https://creativecommons.org/licenses/by/2.0/,small,610,407,0
1691b61fe2e3035f,https://c8.staticflickr.com/4/3793/12780649335_9dfc5db7c5_o.jpg,https://creativecommons.org/licenses/by/2.0/,small,640,427,0
332e01ea060bdb88,https://c1.staticflickr.com/5/4076/4753323817_16f2b6a337_o.jpg,https://creativecommons.org/licenses/by/2.0/,dead-429x4,,,0
2cb3f5d97f35e51a,https://c3.staticflickr.com/6/5206/5278412882_5c75733ab6_o.jpg,https://creativecommons.org/licenses/by/2.0/,dead-429x4,,,0
3814b36de800f699,https://c2.staticflickr.com/2/1386/537602150_e0f5df0128_o.jpg,https://creativecommons.org/licenses/by/2.0/,dead-429x4,,,0
2f6bcd288e5ebd1c,https://c5.staticflickr.com/7/6209/6073412277_671dc3cf37_o.jpg,https://creativecommons.org/licenses/by/2.0/,dead-429x4,,,0
4a4dbed2e17bce1f,https://c8.staticflickr.com/3/2499/3922525006_898c87146e_o.jpg,https://creativecommons.org/licenses/by/2.0/,accepted,1200,800,0
86825fab7f41d56b,https://c4.staticflickr.com/6/5248/5326301720_64165c54fc_o.jpg,https://creativecommons.org/licenses/by/2.0/,small,858,585,0
d9c0e604ced1966f,https://c8.staticflickr.com/5/4148/4993070505_fc0b770af9_o.jpg,https://creativecommons.org/licenses/by/2.0/,accepted,4000,3000,0
453f8464c9d91659,https://c2.staticflickr.com/2/1400/5117484801_e112de3d25_o.jpg,https://creativecommons.org/licenses/by/2.0/,small,480,640,0
ec62b9d5a241a740,https://farm1.staticflickr.com/3482/3458243986_d543f0f051_o.jpg,https://creativecommons.org/licenses/by/2.0/,accepted,1600,1200,0
138171babca75da4,https://farm5.staticflickr.com/5347/9468682078_a1d3fa5fa8_o.jpg,https://creativecommons.org/licenses/by/2.0/,accepted,2517,1888,0
a064c3e7bc1ea755,https://farm6.staticflickr.com/8362/8342782431_ef5bc7195b_o.jpg,https://creativecommons.org/licenses/by/2.0/,accepted,3264,2448,0
7f1f8d395a5319d0,https://farm1.staticflickr.com/8356/8411744771_1e4044af9b_o.jpg,https://creativecommons.org/licenses/by/2.0/,dead-404,,,0
bcaa418e92a955e4,https://farm5.staticflickr.com/7352/9712366504_71969b3a73_o.jpg,https://creativecommons.org/licenses/by/2.0/,accepted,4256,2832,0
cd0f2b7ac455df74,https://farm5.staticflickr.com/5133/5500050149_30b33a408c_o.jpg,https://creativecommons.org/licenses/by/2.0/,accepted,2736,3648,0
21103983bdec647e,https://c7.staticflickr.com/1/65/398220417_2373e2b818_o.jpg,https://creativecommons.org/licenses/by/2.0/,small,720,480,0
cb8f7b0da2ef0f1b,https://c4.staticflickr.com/5/4031/4716368987_404bfbfda5_o.jpg,https://creativecommons.org/licenses/by/2.0/,accepted,3648,2736,0
83cecd81f290c9d1,https://farm2.staticflickr.com/3470/3198251285_4b7bd3f95f_o.jpg,https://creativecommons.org/licenses/by/2.0/,small,640,427,0
c8b3c1ff186d64ce,https://c7.staticflickr.com/9/8821/16851222467_f76ae11353_o.jpg,https://creativecommons.org/licenses/by/2.0/,accepted,5184,3456,0
45063c6e8cc46408,https://c1.staticflickr.com/3/2460/3618919693_8def2b1f3a_o.jpg,https://creativecommons.org/licenses/by/2.0/,accepted,3648,2736,0
00146ba1e50ed8d8,https://c1.staticflickr.com/8/7517/16104664631_c8bdf2a7ff_o.jpg,https://creativecommons.org/licenses/by/2.0/,small,620,480,0
ddcbd4d2a0f13b1b,https://c4.staticflickr.com/5/4125/4980987769_3351140cf6_o.jpg,https://creativecommons.org/licenses/by/2.0/,accepted,2848,2134,0
a8a98ab0887289ac,https://c5.staticflickr.com/4/3371/3520383481_5f179943f1_o.jpg,https://creativecommons.org/licenses/by/2.0/,dead-404,,,0
d135138c6e53f078,https://c1.staticflickr.com/4/3449/3871162546_120901a03e_o.jpg,https://creativecommons.org/licenses/by/2.0/,small,1000,750,0
43f616f59362054c,https://c5.staticflickr.com/5/4104/4974614669_f56086559f_o.jpg,https://creativecommons.org/licenses/by/2.0/,small,1080,631,0
ccc3f0bc6500081c,https://c5.staticflickr.com/6/5187/5684016673_729ce8487f_o.jpg,https://creativecommons.org/licenses/by/2.0/,accepted,3056,2292,0
32302667a4478697,https://farm8.staticflickr.com/4008/4277059865_77e9157afa_o.jpg,https://creativecommons.org/licenses/by/2.0/,accepted,1280,875,0
1876ff97a1af1590,https://farm1.staticflickr.com/4037/4643042219_09631a03f1_o.jpg,https://creativecommons.org/licenses/by/2.0/,accepted,2048,1536,0
f19e3614e84f8e36,https://farm7.staticflickr.com/164/350800203_907619919e_o.jpg,https://creativecommons.org/licenses/by/2.0/,accepted,1280,960,0
90f57dad1ca73137,https://farm8.staticflickr.com/7060/6971344997_ef3a736aa6_o.jpg,https://creativecommons.org/licenses/by/2.0/,dead-404,,,0
0ac3c1db1b3645f2,https://farm3.staticflickr.com/7203/6978286619_18d5ba65b8_o.jpg,https://creativecommons.org/licenses/by/2.0/,dead-404,,,0
7182a2a2ab3fba55,https://farm6.staticflickr.com/2640/4044085374_c79f1128f5_o.jpg,https://creativecommons.org/licenses/by/2.0/,accepted,1024,768,0
81988b6d2a52ff05,https://farm6.staticflickr.com/3835/15364007666_3c5bb00e1c_o.jpg,https://creativecommons.org/licenses/by/2.0/,accepted,3008,2000,0
608bb5835bff2767,https://farm8.staticflickr.com/1035/1313403120_f95914dc43_o.jpg,https://creativecommons.org/licenses/by/2.0/,dead-429x4,,,0
1d86a9b9dbb35ed7,https://farm8.staticflickr.com/3927/15242367337_7c51a489c1_o.jpg,https://creativecommons.org/licenses/by/2.0/,dead-429x4,,,0
03006368ed61dbea,https://c3.staticflickr.com/4/3497/3272038261_273a393e0c_o.jpg,https://creativecommons.org/licenses/by/2.0/,dead-429x4,,,0
28bb628c0ea2023a,https://c3.staticflickr.com/3/2557/3699286828_7f8ec841f3_o.jpg,https://creativecommons.org/licenses/by/2.0/,dead-429x4,,,0
cc89beb8b2cac8b1,https://farm2.staticflickr.com/5255/5534396999_c6ba0bf855_o.jpg,https://creativecommons.org/licenses/by/2.0/,dead-429x4,,,0
2a7cb8f7911b4d3a,https://c3.staticflickr.com/9/8068/8243746534_30e24002c2_o.jpg,https://creativecommons.org/licenses/by/2.0/,dead-429x4,,,1
30ed6812a8b62cae,https://c7.staticflickr.com/7/6167/6186786263_fcee7ca9ff_o.jpg,https://creativecommons.org/licenses/by/2.0/,small,380,600,0
f3e202ce27ed9c0e,https://c7.staticflickr.com/9/8177/8039908873_63f1c461a8_o.jpg,https://creativecommons.org/licenses/by/2.0/,dead-429x4,,,0
95a8054cf2cde10e,https://c7.staticflickr.com/4/3501/5705762380_3e86b96d6e_o.jpg,https://creativecommons.org/licenses/by/2.0/,dead-429x4,,,0
c8106b525cfedc83,https://farm4.staticflickr.com/2912/14435420852_52ca6252f1_o.jpg,https://creativecommons.org/licenses/by/2.0/,accepted,1600,1067,0
9cdcd022af200f1b,https://c4.staticflickr.com/6/5281/5375146624_389dc90d2f_o.jpg,https://creativecommons.org/licenses/by/2.0/,dead-429x4,,,0
cf634947ddcfcda3,https://farm4.staticflickr.com/3128/2745898442_e030a40057_o.jpg,https://creativecommons.org/licenses/by/2.0/,accepted,1280,960,0
a97f9136ddf716d4,https://farm5.staticflickr.com/3937/15531716852_1bc64be146_o.jpg,https://creativecommons.org/licenses/by/2.0/,dead-429x4,,,0
d9e33fbc7bf28bc6,https://farm7.staticflickr.com/5461/8956288617_573182b714_o.jpg,https://creativecommons.org/licenses/by/2.0/,dead-429x4,,,0
ab29dbbeab82e6cb,https://c4.staticflickr.com/5/4042/4587915019_70e4c06ed8_o.jpg,https://creativecommons.org/licenses/by/2.0/,dead-429x4,,,0
6e8a3a402d894256,https://farm7.staticflickr.com/3071/5847348513_d9d66b059c_o.jpg,https://creativecommons.org/licenses/by/2.0/,dead-429x4,,,0
852306e95d48ec87,https://farm8.staticflickr.com/6066/6108644064_0f30a56d3c_o.jpg,https://creativecommons.org/licenses/by/2.0/,dead-429x4,,,0
7ae361d1857cf453,https://farm4.staticflickr.com/3692/14316114663_45c95eac55_o.jpg,https://creativecommons.org/licenses/by/2.0/,dead-429x4,,,0
65f63369699a698d,https://c6.staticflickr.com/4/3896/14490085247_8a934790d0_o.jpg,https://creativecommons.org/licenses/by/2.0/,dead-429x4,,,0
4d2e3499023d5345,https://farm6.staticflickr.com/3722/9647030372_4322bd8d5e_o.jpg,https://creativecommons.org/licenses/by/2.0/,dead-429x4,,,0
c191b06ae4f26d03,https://farm4.staticflickr.com/3495/3999360097_26db16f707_o.jpg,https://creativecommons.org/licenses/by/2.0/,dead-429x4,,,0
c55909fb2c3ce135,https://farm6.staticflickr.com/357/18964178975_ea90515078_o.jpg,https://creativecommons.org/licenses/by/2.0/,dead-429x4,,,0
845336059e2c106e,https://c7.staticflickr.com/4/3096/3417359942_32cdb50148_o.jpg,https://creativecommons.org/licenses/by/2.0/,dead-429x4,,,0
ab7cc0fd38668f92,https://farm3.staticflickr.com/5223/5594338332_354a97aba0_o.jpg,https://creativecommons.org/licenses/by/2.0/,dead-429x4,,,0
8a724b1016ecf68f,https://c8.staticflickr.com/3/2630/4096179371_f36dc36035_o.jpg,https://creativecommons.org/licenses/by/2.0/,dead-429x4,,,0
d4c9a417b5e7ba37,https://farm8.staticflickr.com/4078/4872716344_df1f9fb804_o.jpg,https://creativecommons.org/licenses/by/2.0/,dead-429x4,,,0
fedb4dee21b3299e,https://c7.staticflickr.com/4/3749/20406033082_f2d7418570_o.jpg,https://creativecommons.org/licenses/by/2.0/,dead-429x4,,,0
7dc8e21413f3ab2a,https://c3.staticflickr.com/6/5456/8774205870_054a2f3f6f_o.jpg,https://creativecommons.org/licenses/by/2.0/,dead-404,,,0
94c33fbd56f8ec2a,https://c3.staticflickr.com/4/3214/3091358361_ab9f8c8eb9_o.jpg,https://creativecommons.org/licenses/by/2.0/,accepted,3184,2120,0
a122f1e659051695,https://farm6.staticflickr.com/8096/8447074187_8f4c99ffcd_o.jpg,https://creativecommons.org/licenses/by/2.0/,accepted,3024,1998,0
f0cfedabc5c6d615,https://farm6.staticflickr.com/5251/5480606101_9141be2ab3_o.jpg,https://creativecommons.org/licenses/by/2.0/,small,809,646,0
53b69ccde22f7bb6,https://farm7.staticflickr.com/6015/5996732293_60f3faf738_o.jpg,https://creativecommons.org/licenses/by/2.0/,dead-404,,,0
23b73886e375fa7e,https://c7.staticflickr.com/9/8521/8461725675_0285b3530e_o.jpg,https://creativecommons.org/licenses/by/2.0/,accepted,2000,1328,0
65fa93cf7916e533,https://farm4.staticflickr.com/502/18962545401_47ab3bc486_o.jpg,https://creativecommons.org/licenses/by/2.0/,small,652,456,0
35f837b8efa90099,https://c2.staticflickr.com/1/89/257097723_51c16f714a_o.jpg,https://creativecommons.org/licenses/by/2.0/,accepted,1024,768,0
e918b3951686f810,https://farm1.staticflickr.com/3407/3454978105_7b7bf4b196_o.jpg,https://creativecommons.org/licenses/by/2.0/,small,1052,711,0
b7aaf5d04d6bc8c7,https://farm8.staticflickr.com/29/101054653_7b1f9fd4f2_o.jpg,https://creativecommons.org/licenses/by/2.0/,dead-404,,,0
613a2865152654cd,https://c6.staticflickr.com/9/8121/10255119264_b212c8d802_o.jpg,https://creativecommons.org/licenses/by/2.0/,small,576,864,0
e35f7991de597ae8,https://c1.staticflickr.com/5/4003/4304213044_3025fcc17a_o.jpg,https://creativecommons.org/licenses/by/2.0/,small,480,360,0
0c970313bdc2eccd,https://c6.staticflickr.com/9/8442/7858059010_e6ddcabf5c_o.jpg,https://creativecommons.org/licenses/by/2.0/,dead-429x4,,,0
02b2ab24e7e709cf,https://c8.staticflickr.com/4/3527/3947297452_281e33b26a_o.jpg,https://creativecommons.org/licenses/by/2.0/,accepted,2495,1626,0
e7d31d4d5be667ff,https://c8.staticflickr.com/1/220/500340143_966357d623_o.jpg,https://creativecommons.org/licenses/by/2.0/,accepted,1280,960,0
86dfde023bc93bb0,https://farm1.staticflickr.com/3374/3497885393_b61cea0705_o.jpg,https://creativecommons.org/licenses/by/2.0/,small,1024,729,1
7c0c494fd483b835,https://farm6.staticflickr.com/6021/5963346185_f0d312f2f0_o.jpg,https://creativecommons.org/licenses/by/2.0/,small,401,600,0
4b92104cec89cefc,https://c5.staticflickr.com/4/3270/2978586162_36a906a2c0_o.jpg,https://creativecommons.org/licenses/by/2.0/,dead-404,,,0
7c631e971ee97549,https://c2.staticflickr.com/4/3121/2849676291_89f46b4a6c_o.jpg,https://creativecommons.org/licenses/by/2.0/,accepted,2360,1772,0
006c8ac9b5e6906a,https://c3.staticflickr.com/3/2277/2330112627_2f520f1dce_o.jpg,https://creativecommons.org/licenses/by/2.0/,accepted,1280,960,0
04052a2470d09108,https://c1.staticflickr.com/7/6088/6159460680_fcbdf8bc54_o.jpg,https://creativecommons.org/licenses/by/2.0/,accepted,3872,2592,0
f677ccf0fa5859de,https://c7.staticflickr.com/3/2554/3830930511_50f20a4e40_o.jpg,https://creativecommons.org/licenses/by/2.0/,accepted,1944,2592,0
57ea92b50b73dc3c,https://c5.staticflickr.com/6/5146/5555974395_1df655585c_o.jpg,https://creativecommons.org/licenses/by/2.0/,accepted,1502,1093,0
55de29cb9397635f,https://c8.staticflickr.com/1/25/58602728_87be62e877_o.jpg,https://creativecommons.org/licenses/by/2.0/,dead-429x4,,,0
e1dd4965674e5181,https://farm2.staticflickr.com/3379/3454478865_1e24892807_o.jpg,https://creativecommons.org/licenses/by/2.0/,dead-429x4,,,0
650c92efda0572a2,https://farm3.staticflickr.com/4143/4771501674_3c66677977_o.jpg,https://creativecommons.org/licenses/by/2.0/,dead-429x4,,,0
423cba4a904f4ccc,https://c5.staticflickr.com/3/2244/2187181179_ac3047105a_o.jpg,https://creativecommons.org/licenses/by/2.0/,small,800,533,0
ffcd92fa0a9e3071,https://farm2.staticflickr.com/2708/4320945312_eefd409763_o.jpg,https://creativecommons.org/licenses/by/2.0/,dead-429x4,,,0
f7716fa6b7dbb0e5,https://farm6.staticflickr.com/207/497446141_4b1e16ed4f_o.jpg,https://creativecommons.org/licenses/by/2.0/,small,800,600,0
4598477b754641a4,https://farm5.staticflickr.com/2421/3925353217_2fdc4f93b8_o.jpg,https://creativecommons.org/licenses/by/2.0/,dead-404,,,0
8b3cae513f68017e,https://c7.staticflickr.com/8/7085/7168703379_2d46da0651_o.jpg,https://creativecommons.org/licenses/by/2.0/,dead-429x4,,,0
0d09c567cfd03b28,https://c1.staticflickr.com/1/243/3263467323_04d2899084_o.jpg,https://creativecommons.org/licenses/by/2.0/,accepted,2304,3072,0
d5cce8fd99bf1044,https://farm5.staticflickr.com/8262/8652490780_abc24c98f2_o.jpg,https://creativecommons.org/licenses/by/2.0/,accepted,2048,1366,0
3448c2cf64983058,https://c1.staticflickr.com/1/89/210492647_6c3e468d73_o.jpg,https://creativecommons.org/licenses/by/2.0/,accepted,1528,976,1
f47306f8b62fec9b,https://c4.staticflickr.com/4/3274/2564243387_60a7fd2f6d_o.jpg,https://creativecommons.org/licenses/by/2.0/,dead-404,,,0
01f5efed4dfda77e,https://c7.staticflickr.com/3/2932/14001049206_251e929aa9_o.jpg,https://creativecommons.org/licenses/by/2.0/,accepted,4000,3000,0
0c82bfd1f18ed1ea,https://c3.staticflickr.com/7/6200/6040832967_104512657c_o.jpg,https://creativecommons.org/licenses/by/2.0/,accepted,2592,3888,0
ae891d14edfb0dbb,https://c4.staticflickr.com/5/4149/5095534122_5c3f52e76f_o.jpg,https://creativecommons.org/licenses/by/2.0/,small,1096,693,0
c938c0501b6cabba,https://c3.staticflickr.com/8/7572/15441794544_5b28fd4f94_o.jpg,https://creativecommons.org/licenses/by/2.0/,dead-429x4,,,0
d6f555694b216c17,https://farm8.staticflickr.com/8681/16239551762_c87f2b8506_o.jpg,https://creativecommons.org/licenses/by/2.0/,dead-404,,,0
e3c7a5f08d7455d1,https://farm2.staticflickr.com/8420/8745821493_b0cce4a89b_o.jpg,https://creativecommons.org/licenses/by/2.0/,accepted,4014,2676,0
34b1464cf92b97f7,https://farm8.staticflickr.com/3846/14502889754_083834b6a9_o.jpg,https://creativecommons.org/licenses/by/2.0/,accepted,4224,2816,0
ea972c85fcd1c2fe,https://c7.staticflickr.com/7/6134/6009218363_1b3839edf6_o.jpg,https://creativecommons.org/licenses/by/2.0/,accepted,3504,2336,0
f48296c2ac5df770,https://farm1.staticflickr.com/55/156693773_efa1047ea9_o.jpg,https://creativecommons.org/licenses/by/2.0/,accepted,2048,1536,0
1eb23c0cbf0c2ca3,https://farm4.staticflickr.com/2389/1964576196_ae24dbaba7_o.jpg,https://creativecommons.org/licenses/by/2.0/,accepted,1024,768,0
62f5b3b114f74ea8,https://c1.staticflickr.com/4/3469/3704959094_c0b490b9f1_o.jpg,https://creativecommons.org/licenses/by/2.0/,accepted,4000,3000,0
ef7790d304d3718b,https://c4.staticflickr.com/9/8176/7989313106_7f1c8dd685_o.jpg,https://creativecommons.org/licenses/by/2.0/,accepted,2816,1880,0
7a32cfdda64af618,https://c1.staticflickr.com/9/8395/8626746365_3918ff8d81_o.jpg,https://creativecommons.org/licenses/by/2.0/,accepted,4032,3024,0
29d45f14be74e4b3,https://farm4.staticflickr.com/8654/15762733610_59c27d7c34_o.jpg,https://creativecommons.org/licenses/by/2.0/,accepted,4357,3020,0
b1c8e982baf404be,https://c7.staticflickr.com/6/5647/20600240579_8fb7af8268_o.jpg,https://creativecommons.org/licenses/by/2.0/,accepted,1970,1497,1
10517249ac232c8f,https://c8.staticflickr.com/1/13/17738828_55d8acd66e_o.jpg,https://creativecommons.org/licenses/by/2.0/,accepted,2048,1536,0
eaa2ecfc163b1110,https://farm1.staticflickr.com/7221/7330331474_7b39b58b96_o.jpg,https://creativecommons.org/licenses/by/2.0/,small,612,612,0
ecb3d2718fa34c3c,https://c5.staticflickr.com/6/5526/12508063855_6b53fbdcca_o.jpg,https://creativecommons.org/licenses/by/2.0/,accepted,1971,1312,0
1b93c5c119ca13a2,https://farm3.staticflickr.com/8057/8237892423_347e7b8c54_o.jpg,https://creativecommons.org/licenses/by/2.0/,accepted,1900,1267,0
b0c44188ef552cae,https://c7.staticflickr.com/6/5263/5593318648_ba981bb21d_o.jpg,https://creativecommons.org/licenses/by/2.0/,accepted,768,977,0
4987d54e2417ddf8,https://c1.staticflickr.com/6/5497/10584239206_2312236e09_o.jpg,https://creativecommons.org/licenses/by/2.0/,dead-404,,,0
7b2d53f0e20452f4,https://farm5.staticflickr.com/3589/3627704059_04ec9b74d5_o.jpg,https://creativecommons.org/licenses/by/2.0/,accepted,2048,1536,0
aa4206ef127b7fd6,https://farm7.staticflickr.com/5789/21169520182_6172e9677c_o.jpg,https://creativecommons.org/licenses/by/2.0/,small,512,512,0
8614316e3cc605d2,https://farm3.staticflickr.com/7165/6434968719_f0f14024db_o.jpg,https://creativecommons.org/licenses/by/2.0/,accepted,2784,1856,0
9dcd4361e0a5588b,https://c4.staticflickr.com/3/2915/14368175372_6653d30e65_o.jpg,https://creativecommons.org/licenses/by/2.0/,small,640,640,0
4006b1a5e241c510,https://farm1.staticflickr.com/6062/6054065318_707c83a6c4_o.jpg,https://creativecommons.org/licenses/by/2.0/,accepted,2592,1944,0
01a2b161a5937ac0,https://farm1.staticflickr.com/5026/5852622905_712b86d533_o.jpg,https://creativecommons.org/licenses/by/2.0/,accepted,3008,2000,0
c001dcbe47cd2276,https://farm7.staticflickr.com/3955/15564665837_c8350675a7_o.jpg,https://creativecommons.org/licenses/by/2.0/,accepted,2460,1546,0
4fecd2bd6904a731,https://farm2.staticflickr.com/3434/3698156111_53359105f8_o.jpg,https://creativecommons.org/licenses/by/2.0/,dead-429x4,,,0
c59e9d3e7354b456,https://farm7.staticflickr.com/5019/5541908487_6fa1c917a4_o.jpg,https://creativecommons.org/licenses/by/2.0/,dead-429x4,,,0
268d18715734c7e9,https://c2.staticflickr.com/4/3110/3128240274_e419a3a17d_o.jpg,https://creativecommons.org/licenses/by/2.0/,dead-429x4,,,0
57bf97db55140413,https://farm4.staticflickr.com/1/1226873_cc580f33e0_o.jpg,https://creativecommons.org/licenses/by/2.0/,dead-429x4,,,0
80fc17a6b8901997,https://farm8.staticflickr.com/8165/7646607592_b0730e267f_o.jpg,https://creativecommons.org/licenses/by/2.0/,dead-429x4,,,0
80d5288d140f3332,https://farm3.staticflickr.com/7383/11275385365_94630e8023_o.jpg,https://creativecommons.org/licenses/by/2.0/,dead-429x4,,,0
4ce3385264cc5401,https://farm2.staticflickr.com/5451/18040088541_e6724c211e_o.jpg,https://creativecommons.org/licenses/by/2.0/,dead-429x4,,,0
6f887ea8bf2b1946,https://farm7.staticflickr.com/5216/5422270899_f2ed515444_o.jpg,https://creativecommons.org/licenses/by/2.0/,dead-429x4,,,0
5f83b6ff3c2f3753,https://farm4.staticflickr.com/7297/15860287943_a36118221f_o.jpg,https://creativecommons.org/licenses/by/2.0/,dead-429x4,,,0
a571f1124483b074,https://farm5.staticflickr.com/126/354982572_a07324dc0e_o.jpg,https://creativecommons.org/licenses/by/2.0/,dead-429x4,,,0
f9f539977bfea25e,https://c7.staticflickr.com/6/5350/7434551246_9b29ed0030_o.jpg,https://creativecommons.org/licenses/by/2.0/,dead-429x4,,,0
07c9baa2741e5b90,https://farm1.staticflickr.com/2303/1861441371_80b24d8654_o.jpg,https://creativecommons.org/licenses/by/2.0/,dead-429x4,,,0
36b1fb0252d3064b,https://c4.staticflickr.com/5/4119/4878277553_cba3835010_o.jpg,https://creativecommons.org/licenses/by/2.0/,dead-429x4,,,0
97f0eb8a07f6d926,https://farm7.staticflickr.com/3461/3708494239_2540a37307_o.jpg,https://creativecommons.org/licenses/by/2.0/,dead-429x4,,,0
3c8e516363bedec5,https://farm6.staticflickr.com/8031/8027778278_882809cbf5_o.jpg,https://creativecommons.org/licenses/by/2.0/,dead-429x4,,,0
e841a8793c56d4f6,https://farm7.staticflickr.com/7142/6694030093_37ee00cfdd_o.jpg,https://creativecommons.org/licenses/by/2.0/,dead-429x4,,,0
ee08cc161919e7b9,https://c2.staticflickr.com/8/7456/16215186780_27f9f28cc6_o.jpg,https://creativecommons.org/licenses/by/2.0/,dead-429x4,,,0
