img,n_tiles,tile_confs,tile_nboxes,full_conf640,w,h
26a220dc46e5e56c.jpg,42,0.136172;0.111853;0.000000;0.723235;0.000000;0.053265;0.000000;0.000000;0.061490;0.000000;0.738811;0.000000;0.000000;0.000000;0.000000;0.291145;0.584447;0.185359;0.144184;0.165497;0.155340;0.000000;0.128611;0.694589;0.332591;0.476780;0.063157;0.067614;0.000000;0.050050;0.151431;0.075547;0.051450;0.083305;0.000000;0.000000;0.000000;0.230052;0.141085;0.077910;0.112964;0.000000,4;3;0;2;0;1;0;0;1;0;2;0;0;0;0;4;4;2;2;3;3;0;2;2;4;3;2;1;0;1;3;1;1;3;0;0;0;2;1;3;2;0,0.44875,3463,2893
26cb20487cbc008d.jpg,35,0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.765938;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0.104628,3264,2448
277f8ab65ddf8eaf.jpg,20,0.434978;0.392298;0.555005;0.418955;0.082811;0.583966;0.075556;0.635851;0.163623;0.143544;0.365871;0.392821;0.250100;0.488315;0.580653;0.091135;0.504368;0.495269;0.537918;0.656039,4;3;4;3;4;4;1;2;2;2;4;8;3;5;3;2;4;3;1;5,0.097868,2592,1944
27e86eb4b2f3bf36.jpg,16,0.555548;0.000000;0.000000;0.000000;0.000000;0.108789;0.154522;0.103332;0.202775;0.462546;0.168423;0.000000;0.000000;0.354923;0.000000;0.000000,1;0;0;0;0;4;2;2;1;1;3;0;0;1;0;0,0.206683,1918,1918
28890a2a249c691f.jpg,42,0.412193;0.000000;0.000000;0.557269;0.000000;0.090662;0.076732;0.730912;0.093441;0.338920;0.168269;0.216268;0.110713;0.113287;0.472297;0.768941;0.712871;0.682914;0.134608;0.517881;0.214775;0.297262;0.126792;0.402574;0.502175;0.675758;0.775317;0.273428;0.361713;0.342754;0.452323;0.596768;0.068779;0.458979;0.184675;0.386381;0.060602;0.334442;0.392687;0.196141;0.463363;0.000000,3;0;0;2;0;3;2;1;1;9;6;3;2;1;1;5;15;10;9;17;2;2;7;4;9;12;24;3;2;2;4;5;3;1;1;2;1;5;3;1;1;0,0.183629,3648,2736
28e06ba3283aaa84.jpg,40,0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.107286;0.000000;0.000000;0.000000;0.000000;0.000000;0.089289;0.375062;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.113779;0.329802;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;4;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0,0.30271,4000,2672
295cd15033557db1.jpg,20,0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.498091;0.456668;0.512661;0.000000;0.077478;0.000000;0.000000;0.094472;0.000000;0.079401;0.000000;0.000000;0.189472,0;0;0;0;0;0;0;4;1;1;0;1;0;0;1;0;1;0;0;1,0.07621,2288,1712
2970bc6a7c676411.jpg,30,0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.602525;0.287554;0.000000;0.000000;0.230287;0.166821;0.465504;0.787756;0.471418;0.169205;0.000000;0.000000;0.054425;0.354623;0.085317;0.200174;0.000000;0.000000;0.101671;0.576533;0.214718;0.085918,0;0;0;0;0;0;0;0;1;1;0;0;1;1;1;1;1;1;0;0;2;1;1;2;0;0;1;1;2;2,0.126537,3158,2258
29876b10d52f8688.jpg,9,0.142128;0.000000;0.000000;0.329646;0.141725;0.103458;0.609647;0.501236;0.239671,2;0;0;4;2;1;4;4;2,0.356785,1182,1600
29b8e3d231d54fda.jpg,6,0.000000;0.102045;0.000000;0.000000;0.076204;0.000000,0;1;0;0;1;0,0.0,1459,775
29d45f14be74e4b3.jpg,54,0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.118801;0.382408;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.303551;0.586084;0.115248;0.000000;0.072192;0.000000;0.000000;0.000000;0.000000;0.089207;0.000000;0.000000;0.000000;0.058411;0.000000;0.000000;0.000000;0.000000;0.281428;0.311491;0.082171;0.095905;0.077741;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.090923;0.057329;0.000000;0.000000,0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;2;2;1;0;2;0;0;0;0;1;0;0;0;2;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;1;1;0;0,0.243687,4357,3020
2b9aa08dc84d0a44.jpg,32,0.000000;0.533563;0.306823;0.000000;0.250365;0.311167;0.000000;0.000000;0.000000;0.322535;0.230833;0.000000;0.066071;0.000000;0.000000;0.000000;0.214432;0.146200;0.396633;0.571300;0.522987;0.000000;0.000000;0.000000;0.000000;0.761353;0.106470;0.377528;0.000000;0.000000;0.000000;0.000000,0;19;6;0;7;3;0;0;0;5;2;0;3;0;0;0;3;3;1;3;2;0;0;0;0;2;2;3;0;0;0;0,0.0,3840,2160
2ced55c7bd8c5496.jpg,42,0.546519;0.000000;0.000000;0.000000;0.000000;0.174398;0.000000;0.000000;0.319750;0.000000;0.369750;0.000000;0.120138;0.097630;0.139961;0.000000;0.286123;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,2;0;0;0;0;2;0;0;1;0;3;0;2;1;2;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0.754098,3648,2736
2d3bf81d68393650.jpg,35,0.000000;0.000000;0.000000;0.103017;0.635817;0.000000;0.000000;0.583958;0.565262;0.000000;0.051830;0.307211;0.591338;0.000000;0.000000;0.308614;0.267049;0.638041;0.000000;0.000000;0.290977;0.234454;0.407403;0.000000;0.000000;0.000000;0.143205;0.000000;0.000000;0.000000;0.000000;0.222578;0.000000;0.000000;0.000000,0;0;0;1;3;0;0;6;1;0;1;3;1;0;0;3;12;10;0;0;2;3;5;0;0;0;1;0;0;0;0;1;0;0;0,0.0,2448,3264
2e785b26c20e7e3a.jpg,28,0.000000;0.000000;0.086906;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.167291;0.055476;0.000000;0.000000;0.000000;0.224436;0.000000;0.000000;0.000000;0.000000;0.572620;0.000000;0.000000;0.000000;0.000000;0.000000,0;0;1;0;0;0;0;0;0;0;0;0;1;2;0;0;0;2;0;0;0;0;2;0;0;0;0;0,0.46133,3552,2000
2f543d5d26428d83.jpg,9,0.000000;0.294667;0.841703;0.121184;0.819231;0.050042;0.000000;0.000000;0.000000,0;3;2;2;2;1;0;0;0,0.478495,1617,1602
2fe48e05a4c0a96d.jpg,8,0.000000;0.372492;0.141191;0.203525;0.321449;0.113957;0.245431;0.274725,0;4;1;1;2;2;5;4,0.129268,1756,1090
305ab592c38768fa.jpg,12,0.532346;0.589339;0.100511;0.060152;0.170524;0.351974;0.436312;0.281536;0.163861;0.296912;0.369897;0.247015,6;17;2;1;5;4;1;1;3;7;3;1,0.259101,2048,1536
3067441dbc504455.jpg,12,0.000000;0.000000;0.000000;0.000000;0.195643;0.000000;0.161342;0.237888;0.000000;0.000000;0.000000;0.109479,0;0;0;0;1;0;2;1;0;0;0;1,0.410949,2048,1466
3151bc45702cdb5c.jpg,30,0.104657;0.061163;0.195031;0.599742;0.194676;0.196971;0.172663;0.000000;0.221262;0.470363;0.000000;0.000000;0.248685;0.000000;0.428948;0.304365;0.167723;0.214890;0.272231;0.000000;0.205455;0.128278;0.112412;0.000000;0.198986;0.280854;0.282951;0.080244;0.000000;0.000000,1;1;2;2;1;1;1;0;5;3;0;0;1;0;5;5;2;2;2;0;2;2;1;0;2;3;3;1;0;0,0.274393,3056,2292
31c40da724ed3376.jpg,35,0.000000;0.360221;0.634548;0.000000;0.142358;0.260572;0.255561;0.530998;0.226353;0.333418;0.363354;0.106084;0.380063;0.211861;0.460580;0.610566;0.579068;0.159409;0.367735;0.000000;0.000000;0.084163;0.000000;0.416691;0.113649;0.000000;0.266362;0.302099;0.080071;0.000000;0.451566;0.000000;0.104952;0.157574;0.211910,0;6;4;0;2;3;2;3;5;2;7;3;2;3;1;5;7;1;2;0;0;1;0;2;1;0;3;4;1;0;3;0;3;3;2,0.23407,3348,2232
32302667a4478697.jpg,6,0.138906;0.163584;0.113293;0.312901;0.637536;0.647593,1;3;2;5;2;1,0.088726,1280,875
3235b02ee41cfb65.jpg,9,0.148696;0.077410;0.084572;0.477271;0.000000;0.165176;0.610523;0.293973;0.238486,1;3;2;9;0;2;12;2;3,0.115711,1600,1200
33c41de3d8704fe8.jpg,40,0.000000;0.000000;0.000000;0.000000;0.000000;0.172302;0.000000;0.053526;0.512288;0.589989;0.219357;0.000000;0.000000;0.000000;0.384651;0.628916;0.164476;0.000000;0.105882;0.189991;0.628471;0.623210;0.095022;0.000000;0.000000;0.000000;0.000000;0.098543;0.136878;0.078488;0.000000;0.000000;0.000000;0.000000;0.102052;0.000000;0.000000;0.000000;0.000000;0.000000,0;0;0;0;0;1;0;1;1;1;1;0;0;0;1;3;1;0;4;4;1;1;1;0;0;0;0;1;1;1;0;0;0;0;2;0;0;0;0;0,0.052615,4752,2046
33d4f52120682147.jpg,6,0.562516;0.000000;0.000000;0.000000;0.000000;0.000000,3;0;0;0;0;0,0.484812,1280,960
33e9c797aadc13ea.jpg,32,0.298376;0.165159;0.063636;0.000000;0.000000;0.000000;0.000000;0.000000;0.325243;0.000000;0.000000;0.135403;0.357312;0.000000;0.000000;0.000000;0.272869;0.622140;0.000000;0.083830;0.123031;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.055325;0.000000,2;3;1;0;0;0;0;0;1;0;0;1;3;0;0;0;1;3;0;1;2;0;0;0;0;0;0;0;0;0;2;0,0.085625,3840,2160
3448c2cf64983058.jpg,6,0.614026;0.363900;0.279269;0.599667;0.632132;0.060905,5;6;3;4;2;1,0.210133,1528,976
34b1464cf92b97f7.jpg,48,0.000000;0.000000;0.000000;0.000000;0.000000;0.064453;0.192875;0.000000;0.000000;0.000000;0.000000;0.091214;0.000000;0.000000;0.099716;0.075761;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.202089;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.067939;0.323261;0.417799;0.265300;0.000000;0.000000;0.000000;0.065021;0.000000;0.522954;0.428259;0.278759;0.000000,0;0;0;0;0;1;2;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;3;3;2;0;0;0;2;0;6;2;1;0,0.636302,4224,2816
34b8a976d36bbaea.jpg,20,0.000000;0.136503;0.431479;0.163898;0.529029;0.119924;0.448295;0.301840;0.127566;0.277856;0.240163;0.681010;0.636888;0.444095;0.232943;0.501407;0.514401;0.543360;0.088787;0.000000,0;2;1;1;2;5;11;3;6;3;2;4;7;12;5;3;6;2;2;0,0.13944,2500,1900
34c0400788f86675.jpg,24,0.000000;0.563103;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.121221;0.379513;0.382141;0.000000;0.100812;0.146616;0.000000;0.666315;0.000000;0.219769;0.437874;0.000000;0.000000;0.491850;0.214422,0;2;0;0;0;0;0;0;0;3;3;2;0;1;1;0;3;0;1;3;0;0;3;1,0.10935,4162,1500
34d7b37c6b457040.jpg,70,0.296248;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.067350;0.358840;0.458124;0.090375;0.142380;0.566346;0.110834;0.000000;0.751252;0.698762;0.081548;0.744853;0.597567;0.371437;0.382134;0.305050;0.347931;0.220593;0.453709;0.307470;0.000000;0.476737;0.495365;0.318172;0.362686;0.189046;0.390668;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.419728;0.000000;0.323107;0.130834;0.185113;0.000000;0.000000;0.000000;0.000000;0.772678;0.000000;0.160628;0.096120;0.063044;0.062776;0.000000;0.000000;0.000000;0.000000;0.765312;0.000000;0.000000;0.409693;0.000000;0.069819;0.000000;0.000000,2;0;0;0;0;0;0;0;0;0;1;2;1;2;2;2;2;0;3;2;2;4;3;3;2;3;4;1;2;2;0;2;4;12;3;1;6;0;0;0;0;0;0;4;0;2;2;1;0;0;0;0;1;0;2;4;2;1;0;0;0;0;1;0;0;6;0;1;0;0,0.153581,4920,3268
35f837b8efa90099.jpg,4,0.275914;0.193458;0.456633;0.000000,2;1;3;0,0.0,1024,768
360e636ce1754acb.jpg,6,0.000000;0.000000;0.108035;0.426669;0.337009;0.502141,0;0;2;7;6;2,0.172929,910,1280
36f08c7bb481ba25.jpg,4,0.241158;0.257599;0.765184;0.765910,10;7;13;9,0.349224,768,1024
3708128cd8a52c9c.jpg,35,0.000000;0.000000;0.000000;0.169129;0.073342;0.509666;0.000000;0.000000;0.381236;0.000000;0.429378;0.000000;0.585032;0.204101;0.050414;0.666911;0.689014;0.474429;0.318194;0.000000;0.000000;0.093953;0.119161;0.000000;0.126103;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0;0;0;1;1;2;0;0;2;0;2;0;2;3;1;1;4;4;4;0;0;2;1;0;1;0;0;0;0;0;0;0;0;0;0,0.315389,2448,3264
37da985a8722e8b3.jpg,9,0.425735;0.072550;0.454865;0.138144;0.000000;0.053058;0.000000;0.076684;0.060068,1;3;3;1;0;1;0;1;1,0.0,1600,1200
38a18dda6a0e761f.jpg,40,0.000000;0.000000;0.650888;0.922338;0.000000;0.264745;0.000000;0.654443;0.635883;0.000000;0.000000;0.172234;0.337873;0.795522;0.574277;0.264703;0.079222;0.335816;0.105997;0.261357;0.000000;0.061854;0.647219;0.000000;0.166862;0.137274;0.207650;0.000000;0.583594;0.349191;0.737334;0.414012;0.138633;0.051229;0.233898;0.209243;0.123509;0.151632;0.542367;0.239893,0;0;3;1;0;1;0;1;3;0;0;2;3;5;3;2;2;3;6;2;0;1;2;0;4;4;4;0;4;10;4;2;3;2;1;2;1;5;4;3,0.623141,3888,2592
38dce42277f4ee23.jpg,6,0.000000;0.674732;0.250403;0.618847;0.151627;0.422423,0;2;2;1;3;2,0.289945,1626,1080
39e0f4086771cca5.jpg,8,0.070705;0.171565;0.092788;0.244614;0.247077;0.081601;0.000000;0.000000,2;1;4;3;2;1;0;0,0.405353,1669,878
39ff14019dc16161.jpg,24,0.164172;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.078729;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.416253;0.318812;0.000000;0.000000;0.524522;0.544018,1;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1,0.625678,1998,3024
3a41eb035c8a893b.jpg,96,0.082698;0.000000;0.117450;0.000000;0.000000;0.000000;0.000000;0.234422;0.000000;0.000000;0.056829;0.051213;0.259237;0.000000;0.715070;0.388797;0.451292;0.134012;0.000000;0.322787;0.237156;0.461344;0.000000;0.518559;0.118643;0.225281;0.614704;0.454898;0.269764;0.000000;0.102335;0.137200;0.069457;0.000000;0.083063;0.109374;0.000000;0.292986;0.102455;0.497335;0.214240;0.185237;0.234370;0.135965;0.069258;0.000000;0.097176;0.155234;0.000000;0.824802;0.642415;0.165900;0.054321;0.407762;0.096511;0.248279;0.226423;0.191261;0.000000;0.000000;0.000000;0.067148;0.053528;0.093232;0.602524;0.275443;0.088307;0.456023;0.000000;0.277395;0.000000;0.462445;0.000000;0.078452;0.140772;0.251134;0.082733;0.105682;0.088792;0.210955;0.149325;0.000000;0.233464;0.358380;0.000000;0.124018;0.179958;0.621640;0.074647;0.517007;0.000000;0.495771;0.083572;0.236742;0.000000;0.109248,1;0;1;0;0;0;0;1;0;0;1;1;2;0;2;3;1;2;0;1;4;2;0;2;2;3;3;6;3;0;1;2;1;0;2;4;0;5;1;2;3;3;3;1;2;0;5;1;0;2;5;4;1;3;1;2;1;1;0;0;0;1;1;3;1;4;2;4;0;3;0;2;0;2;1;1;1;2;1;3;1;0;2;1;0;1;2;2;1;3;0;4;2;2;0;2,0.353506,6048,4032
3aacc9df5fe80ec4.jpg,70,0.343895;0.054507;0.248281;0.495404;0.303503;0.595905;0.108501;0.498608;0.279520;0.126784;0.071685;0.111049;0.000000;0.114218;0.666566;0.331970;0.398268;0.250706;0.185305;0.134719;0.208217;0.425606;0.245118;0.114025;0.133585;0.396799;0.485484;0.000000;0.095720;0.064544;0.222631;0.172951;0.133760;0.000000;0.337776;0.491904;0.103187;0.441298;0.515128;0.369464;0.180370;0.356800;0.086466;0.243415;0.163927;0.113776;0.090798;0.462058;0.113517;0.599503;0.000000;0.000000;0.000000;0.284804;0.240720;0.351333;0.000000;0.000000;0.174223;0.531011;0.000000;0.000000;0.000000;0.096316;0.155585;0.000000;0.000000;0.000000;0.000000;0.000000,3;1;6;4;4;4;2;2;2;2;1;1;0;2;1;5;5;2;2;2;6;3;1;2;3;2;2;0;1;1;3;2;6;0;10;7;3;7;7;7;6;1;1;5;3;2;1;5;4;2;0;0;0;1;2;2;0;0;2;2;0;0;0;1;1;0;0;0;0;0,0.270936,4912,3264
3b9e3590b18a59db.jpg,48,0.000000;0.084697;0.347209;0.125759;0.566229;0.074439;0.000000;0.000000;0.000000;0.083715;0.208953;0.470500;0.475745;0.302540;0.081547;0.318948;0.353315;0.650696;0.353817;0.434927;0.535415;0.000000;0.078106;0.000000;0.601434;0.202037;0.205289;0.059273;0.399061;0.799017;0.575916;0.204729;0.198346;0.593187;0.000000;0.156592;0.117858;0.654710;0.315947;0.000000;0.223322;0.000000;0.095115;0.000000;0.254699;0.118429;0.092619;0.410785,0;1;2;2;4;1;0;0;0;2;2;3;4;5;1;3;3;5;4;5;2;0;3;0;4;4;6;1;7;4;6;4;3;2;0;2;4;6;3;0;4;0;1;0;5;2;2;3,0.1648,4200,3000
3f063c7a6c19b773.jpg,4,0.143822;0.117693;0.105596;0.098735,2;2;1;2,0.090588,768,1024
3f758fd3d94c729e.jpg,4,0.000000;0.148666;0.166955;0.000000,0;2;3;0,0.502062,1024,1024
3fec3b9feac65f6a.jpg,42,0.201709;0.205164;0.061138;0.314639;0.124786;0.237522;0.000000;0.376953;0.369907;0.084599;0.675030;0.597541;0.504607;0.121612;0.000000;0.141477;0.122283;0.095845;0.232153;0.373161;0.000000;0.000000;0.083769;0.000000;0.355874;0.333582;0.328442;0.150805;0.000000;0.176756;0.000000;0.058349;0.000000;0.000000;0.000000;0.000000;0.157028;0.000000;0.072459;0.136146;0.000000;0.000000,4;6;2;2;1;4;0;21;10;3;3;5;14;2;0;2;3;2;4;5;0;0;1;0;1;6;7;2;0;1;0;1;0;0;0;0;1;0;1;1;0;0,0.075537,3664,2748
4006b1a5e241c510.jpg,20,0.305525;0.124424;0.417251;0.367669;0.392667;0.158035;0.066974;0.437670;0.261804;0.444452;0.326253;0.178123;0.346704;0.091824;0.415840;0.134953;0.075607;0.419374;0.099626;0.000000,6;4;5;5;6;2;1;4;4;3;4;3;2;4;4;1;4;1;1;0,0.213123,2592,1944
41193892cae6a499.jpg,12,0.309803;0.000000;0.057347;0.122441;0.000000;0.116742;0.405303;0.000000;0.000000;0.000000;0.137228;0.000000,6;0;1;1;0;1;1;0;0;0;1;0,0.308604,1800,1200
4237bb524085fe80.jpg,4,0.000000;0.449766;0.123603;0.387279,0;1;2;2,0.0,1152,864
42e963e9a3b35f45.jpg,16,0.000000;0.514714;0.000000;0.000000;0.000000;0.000000;0.470820;0.591932;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0;3;0;0;0;0;2;1;0;0;0;0;0;0;0;0,0.16486,1845,2048
433b2a82c5c804a1.jpg,63,0.103126;0.000000;0.128625;0.121329;0.051752;0.135660;0.081928;0.000000;0.000000;0.162300;0.198416;0.000000;0.000000;0.091552;0.051429;0.141335;0.000000;0.000000;0.079202;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.156516;0.669205;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.144543;0.094261;0.000000;0.000000;0.000000;0.176745;0.000000;0.199848;0.071630;0.000000;0.000000;0.108811;0.478297;0.000000;0.099853;0.059319;0.221804;0.133559;0.278064;0.000000;0.000000;0.399573;0.298613;0.076499;0.167857;0.245053;0.125612;0.410082,2;0;1;1;1;2;1;0;0;1;1;0;0;1;1;2;0;0;1;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;1;1;0;0;0;1;0;1;1;0;0;4;1;0;5;2;3;1;1;0;0;1;3;2;1;4;1;4,0.293751,4608,3456
43a781c702c29667.jpg,42,0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.066235;0.000000;0.000000;0.000000;0.000000;0.000000;0.451282;0.180567;0.000000;0.000000;0.000000;0.000000;0.115311;0.000000;0.055821;0.000000;0.000000;0.000000;0.000000;0.000000;0.246879;0.376143;0.078024;0.000000;0.437298;0.323861;0.132157;0.519176;0.513807;0.000000;0.000000;0.541875;0.356760,0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;2;0;0;0;0;2;0;1;0;0;0;0;0;2;3;1;0;2;3;3;6;2;0;0;2;3,0.135936,3267,2865
45063c6e8cc46408.jpg,42,0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.128748;0.000000;0.115616;0.000000;0.000000;0.067042;0.000000;0.567392;0.000000;0.140745;0.000000;0.117380;0.000000;0.000000;0.092255;0.129431;0.000000;0.096053;0.000000;0.132438;0.161789;0.068688;0.000000;0.000000;0.000000;0.000000;0.085077;0.123941;0.000000;0.000000;0.000000;0.000000,0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;2;0;3;0;4;0;2;0;0;1;1;0;2;0;2;1;1;0;0;0;0;1;1;0;0;0;0,0.145396,3648,2736
46451248f4622dee.jpg,35,0.000000;0.000000;0.000000;0.373642;0.000000;0.000000;0.000000;0.121502;0.000000;0.116409;0.000000;0.000000;0.101029;0.122518;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.075081;0.000000;0.000000;0.000000;0.141673;0.000000;0.000000;0.000000;0.181940;0.101224;0.000000;0.161453;0.000000;0.078742,0;0;0;3;0;0;0;2;0;3;0;0;2;2;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;2;1;0;1;0;2,0.311225,3264,2448
46c63f45262a8ac5.jpg,35,0.000000;0.000000;0.212726;0.000000;0.000000;0.000000;0.422706;0.000000;0.000000;0.000000;0.147578;0.169792;0.659829;0.553437;0.253355;0.502090;0.244979;0.833831;0.527665;0.692397;0.439504;0.434418;0.209907;0.167651;0.174165;0.192250;0.370057;0.112541;0.103950;0.000000;0.278864;0.089734;0.145824;0.105028;0.130277,0;0;1;0;0;0;2;0;0;0;2;2;2;2;2;4;10;2;3;3;1;20;12;1;2;2;21;9;1;0;4;4;9;2;2,0.356251,2304,3456
46f0a6283ce0eae1.jpg,12,0.000000;0.000000;0.122762;0.000000;0.053364;0.056033;0.058970;0.116793;0.000000;0.078803;0.389184;0.642037,0;0;1;0;1;1;2;2;0;2;3;1,0.0,1800,1200
472a1a286fa6e9d0.jpg,40,0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.706114;0.113640;0.000000;0.000000;0.000000;0.111256;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0.0,2644,3966
47e88023d529b327.jpg,35,0.211136;0.000000;0.000000;0.158972;0.317821;0.000000;0.000000;0.053304;0.357653;0.149098;0.336323;0.089164;0.384472;0.365234;0.342310;0.443066;0.000000;0.150737;0.267657;0.000000;0.000000;0.080741;0.101089;0.689583;0.190624;0.315789;0.000000;0.000000;0.096998;0.000000;0.746966;0.000000;0.000000;0.000000;0.000000,1;0;0;1;2;0;0;1;4;1;3;3;4;4;3;3;0;4;2;0;0;1;1;2;1;1;0;0;1;0;3;0;0;0;0,0.060869,3264,2448
486259c7e00810d7.jpg,70,0.000000;0.145048;0.205656;0.456492;0.400823;0.112382;0.289381;0.084378;0.119399;0.125180;0.000000;0.000000;0.522234;0.074942;0.053993;0.180412;0.117073;0.796083;0.666798;0.560962;0.198721;0.000000;0.151591;0.163056;0.000000;0.165488;0.189251;0.243032;0.000000;0.000000;0.000000;0.000000;0.109792;0.082996;0.300223;0.330600;0.611201;0.000000;0.066750;0.000000;0.346030;0.130654;0.342389;0.501029;0.310412;0.641971;0.644794;0.469820;0.630057;0.558079;0.413704;0.091468;0.408786;0.385942;0.076118;0.223785;0.732360;0.175556;0.438081;0.309335;0.451927;0.060624;0.402284;0.363749;0.000000;0.182175;0.188928;0.119252;0.235932;0.293210,0;1;3;6;7;3;5;2;1;3;0;0;2;1;1;4;2;2;4;3;4;0;1;3;0;1;3;5;0;0;0;0;1;2;4;5;7;0;2;0;1;7;5;5;3;1;5;3;6;3;1;1;1;4;1;3;5;2;2;4;1;1;5;7;0;3;3;2;2;3,0.307886,4928,3264
49fe94c183f65ff0.jpg,96,0.000000;0.000000;0.000000;0.137687;0.545908;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.225431;0.000000;0.069079;0.469687;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.426257;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.059107;0.108542;0.000000;0.672523;0.055549;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.058102;0.070327;0.104222;0.000000;0.175055;0.164013;0.000000;0.274104;0.069866;0.000000;0.000000;0.000000;0.000000;0.000000;0.621110;0.092723;0.278403;0.000000;0.250197;0.000000;0.056580;0.000000;0.250664;0.210989;0.000000;0.000000;0.053915;0.094161;0.000000;0.000000;0.385603;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.058230;0.066904;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;7;0;1;3;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;2;0;1;1;0;0;0;0;0;0;2;1;2;0;5;1;0;2;2;0;0;0;0;0;4;5;1;0;2;0;1;0;3;1;0;0;1;1;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0,0.077092,5952,3968
4a4dbed2e17bce1f.jpg,6,0.384755;0.427124;0.402319;0.457363;0.258700;0.255660,3;3;6;2;4;4,0.380372,1200,800
