img,n_tiles,tile_confs,tile_nboxes,full_conf640,w,h
26a220dc46e5e56c.jpg,42,0.000000;0.057130;0.000000;0.719317;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.734612;0.000000;0.000000;0.000000;0.000000;0.000000;0.521721;0.141513;0.000000;0.000000;0.000000;0.000000;0.000000;0.418121;0.275534;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.081603;0.000000;0.000000;0.000000;0.000000;0.098189;0.000000;0.000000;0.000000;0.000000;0.000000,0;1;0;1;0;0;0;0;0;0;3;0;0;0;0;0;1;1;0;0;0;0;0;1;1;0;0;0;0;0;0;2;0;0;0;0;1;0;0;0;0;0,0.089716,3463,2893
26cb20487cbc008d.jpg,35,0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.053784;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.696865;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0.0,3264,2448
277f8ab65ddf8eaf.jpg,20,0.000000;0.055169;0.052203;0.193499;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.302073;0.000000,0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0,0.0,2592,1944
27e86eb4b2f3bf36.jpg,16,0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.410180;0.436986;0.000000;0.000000;0.000000;0.302511;0.000000;0.000000,0;0;0;0;0;0;0;0;2;2;0;0;0;2;0;0,0.734261,1918,1918
28890a2a249c691f.jpg,42,0.084238;0.000000;0.000000;0.000000;0.000000;0.000000;0.062581;0.124170;0.159807;0.000000;0.166508;0.080776;0.172786;0.598718;0.000000;0.422605;0.301329;0.406010;0.503821;0.127068;0.000000;0.000000;0.105124;0.152991;0.301175;0.092222;0.000000;0.186151;0.000000;0.000000;0.237620;0.079550;0.078920;0.000000;0.000000;0.000000;0.000000;0.000000;0.164856;0.000000;0.000000;0.000000,1;0;0;0;0;0;1;3;2;0;2;2;2;1;0;4;1;3;2;2;0;0;2;4;6;2;0;3;0;0;1;1;1;0;0;0;0;0;1;0;0;0,0.0,3648,2736
28e06ba3283aaa84.jpg,40,0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.099918;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0.0,4000,2672
295cd15033557db1.jpg,20,0.000000;0.000000;0.098619;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0.100129,2288,1712
2970bc6a7c676411.jpg,30,0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.099880;0.746004;0.682039;0.000000;0.000000;0.000000;0.128596;0.337497;0.132611;0.097053;0.000000;0.000000;0.065050;0.460173;0.152162;0.129541,0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;2;0;0;0;2;1;3;2;0;0;1;1;3;3,0.054574,3158,2258
29876b10d52f8688.jpg,9,0.000000;0.268780;0.166609;0.000000;0.107967;0.158150;0.081374;0.000000;0.000000,0;1;2;0;3;3;1;0;0,0.0,1182,1600
29b8e3d231d54fda.jpg,6,0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0;0;0;0;0;0,0.0,1459,775
29d45f14be74e4b3.jpg,54,0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.577364;0.000000;0.000000;0.000000;0.000000;0.132619;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.118505;0.103985;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.345129;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0,0.0,4357,3020
2b9aa08dc84d0a44.jpg,32,0.000000;0.156146;0.397042;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.133880;0.051744;0.052976;0.000000;0.000000;0.000000;0.000000;0.353790;0.000000;0.182257;0.000000;0.053555;0.000000;0.000000;0.000000;0.000000;0.000000;0.123234;0.000000;0.000000;0.000000;0.000000;0.000000,0;5;1;0;0;0;0;0;0;2;1;1;0;0;0;0;7;0;3;0;1;0;0;0;0;0;2;0;0;0;0;0,0.0,3840,2160
2ced55c7bd8c5496.jpg,42,0.341925;0.373940;0.249442;0.201130;0.065748;0.163134;0.000000;0.058949;0.000000;0.000000;0.000000;0.000000;0.624661;0.000000;0.135776;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.080277;0.000000;0.000000;0.000000;0.000000;0.000000,3;1;1;1;1;1;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0,0.0,3648,2736
2d3bf81d68393650.jpg,35,0.000000;0.000000;0.000000;0.508002;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.065566;0.000000;0.000000;0.000000;0.000000;0.232318;0.000000;0.000000;0.000000;0.129019;0.000000;0.000000;0.000000;0.000000;0.123568;0.000000;0.000000;0.000000;0.000000;0.139320;0.000000;0.000000;0.000000,0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;0;0;3;0;0;0;0;3;0;0;0;0;2;0;0;0,0.053034,2448,3264
2e785b26c20e7e3a.jpg,28,0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.106176;0.000000;0.000000;0.000000;0.000000;0.000000;0.077876;0.000000;0.000000;0.000000;0.139128;0.000000;0.000000;0.000000;0.000000;0.000000,0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0,0.0,3552,2000
2f543d5d26428d83.jpg,9,0.000000;0.075512;0.851505;0.466041;0.633652;0.000000;0.486902;0.000000;0.000000,0;1;5;2;3;0;1;0;0,0.060318,1617,1602
2fe48e05a4c0a96d.jpg,8,0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0;0;0;0;0;0;0;0,0.0,1756,1090
305ab592c38768fa.jpg,12,0.104436;0.078404;0.000000;0.000000;0.094685;0.153303;0.342339;0.113990;0.000000;0.573491;0.141531;0.000000,1;1;0;0;2;2;3;1;0;3;1;0,0.063469,2048,1536
3067441dbc504455.jpg,12,0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.075026;0.000000;0.000000;0.000000;0.000000,0;0;0;0;0;0;0;1;0;0;0;0,0.143494,2048,1466
3151bc45702cdb5c.jpg,30,0.000000;0.000000;0.000000;0.548538;0.000000;0.000000;0.000000;0.000000;0.073701;0.087664;0.000000;0.000000;0.000000;0.000000;0.000000;0.205150;0.062720;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.069370;0.000000;0.090336;0.000000;0.000000;0.000000,0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;3;0;1;0;0;0,0.114964,3056,2292
31c40da724ed3376.jpg,35,0.000000;0.000000;0.058509;0.000000;0.000000;0.000000;0.000000;0.059428;0.000000;0.000000;0.000000;0.000000;0.076457;0.208666;0.000000;0.000000;0.102325;0.000000;0.141360;0.000000;0.000000;0.000000;0.066264;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.085618;0.000000;0.000000;0.000000;0.000000;0.000000,0;0;1;0;0;0;0;1;0;0;0;0;1;1;0;0;3;0;1;0;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0,0.0,3348,2232
32302667a4478697.jpg,6,0.000000;0.483475;0.489889;0.000000;0.000000;0.000000,0;1;1;0;0;0,0.0,1280,875
3235b02ee41cfb65.jpg,9,0.000000;0.000000;0.000000;0.126446;0.000000;0.082927;0.721362;0.000000;0.000000,0;0;0;1;0;1;4;0;0,0.0,1600,1200
33c41de3d8704fe8.jpg,40,0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.085683;0.000000;0.000000;0.000000;0.000000;0.080670;0.000000;0.000000;0.000000;0.000000;0.000000;0.060665;0.431727;0.488110;0.000000;0.054847;0.000000;0.056093;0.000000;0.000000;0.000000;0.000000;0.222240;0.296238;0.000000;0.000000;0.000000;0.000000;0.503793;0.000000;0.000000;0.000000;0.000000;0.000000,0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;3;1;0;1;0;1;0;0;0;0;2;2;0;0;0;0;1;0;0;0;0;0,0.0,4752,2046
33d4f52120682147.jpg,6,0.144975;0.000000;0.000000;0.000000;0.000000;0.000000,1;0;0;0;0;0,0.757768,1280,960
33e9c797aadc13ea.jpg,32,0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.057741;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0.0,3840,2160
3448c2cf64983058.jpg,6,0.084381;0.090297;0.000000;0.201424;0.000000;0.170269,2;1;0;1;0;2,0.0,1528,976
34b1464cf92b97f7.jpg,48,0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.051267;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.097624;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.071752;0.187043;0.072943;0.761225;0.000000;0.067697;0.000000;0.000000;0.106233;0.000000;0.000000;0.833830;0.000000;0.091719;0.000000,0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;3;0;1;0;0;1;0;0;3;0;1;0,0.116563,4224,2816
34b8a976d36bbaea.jpg,20,0.000000;0.000000;0.000000;0.000000;0.355518;0.237195;0.186140;0.153133;0.000000;0.000000;0.095939;0.617981;0.179241;0.000000;0.000000;0.000000;0.477736;0.662299;0.000000;0.185324,0;0;0;0;2;1;1;2;0;0;1;1;1;0;0;0;1;1;0;1,0.149864,2500,1900
34c0400788f86675.jpg,24,0.000000;0.103814;0.863279;0.071617;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.268001;0.000000;0.000000;0.290167;0.000000;0.000000;0.112723;0.146041;0.061155;0.000000;0.082276;0.082169;0.000000;0.100070,0;2;1;1;0;0;0;0;0;0;2;0;0;1;0;0;1;2;1;0;1;2;0;2,0.053753,4162,1500
34d7b37c6b457040.jpg,70,0.180216;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.455307;0.000000;0.000000;0.250314;0.000000;0.000000;0.257843;0.162880;0.000000;0.202739;0.109508;0.314826;0.085665;0.358488;0.000000;0.000000;0.107694;0.000000;0.500781;0.566694;0.596561;0.343608;0.000000;0.063181;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.058988;0.110210;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.733992;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.701791;0.000000;0.000000;0.055378;0.000000;0.000000;0.000000;0.000000,1;0;0;0;0;0;0;0;0;0;0;0;3;0;0;4;0;0;1;2;0;3;1;3;1;3;0;0;1;0;1;1;2;3;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0,0.104741,4920,3268
35f837b8efa90099.jpg,4,0.000000;0.000000;0.000000;0.000000,0;0;0;0,0.0,1024,768
360e636ce1754acb.jpg,6,0.000000;0.000000;0.524719;0.000000;0.569754;0.000000,0;0;1;0;1;0,0.0,910,1280
36f08c7bb481ba25.jpg,4,0.078294;0.000000;0.217560;0.210662,1;0;1;4,0.227761,768,1024
3708128cd8a52c9c.jpg,35,0.000000;0.000000;0.000000;0.000000;0.000000;0.101064;0.000000;0.000000;0.000000;0.000000;0.230002;0.467706;0.382919;0.000000;0.000000;0.000000;0.763569;0.772775;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0;0;0;0;0;1;0;0;0;0;1;2;2;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0.525861,2448,3264
37da985a8722e8b3.jpg,9,0.420185;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,1;0;0;0;0;0;0;0;0,0.0,1600,1200
38a18dda6a0e761f.jpg,40,0.105131;0.000000;0.117777;0.866888;0.000000;0.000000;0.166490;0.639671;0.733001;0.000000;0.063803;0.156973;0.133909;0.693534;0.387723;0.000000;0.000000;0.000000;0.000000;0.244295;0.068027;0.211187;0.092930;0.170909;0.080332;0.061936;0.000000;0.000000;0.000000;0.595090;0.000000;0.115794;0.056937;0.000000;0.000000;0.078336;0.094710;0.000000;0.064128;0.000000,2;0;1;1;0;0;2;2;1;0;1;2;1;3;2;0;0;0;0;1;1;3;1;2;1;2;0;0;0;2;0;4;1;0;0;1;2;0;1;0,0.258959,3888,2592
38dce42277f4ee23.jpg,6,0.127309;0.591200;0.216489;0.068503;0.325337;0.349471,3;1;1;3;4;3,0.794431,1626,1080
39e0f4086771cca5.jpg,8,0.237993;0.074419;0.155222;0.059265;0.337995;0.000000;0.243614;0.211603,1;1;4;2;1;0;2;2,0.115108,1669,878
39ff14019dc16161.jpg,24,0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.087888;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.127442;0.293469,0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;2,0.0,1998,3024
3a41eb035c8a893b.jpg,96,0.142460;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.193591;0.000000;0.088146;0.000000;0.000000;0.000000;0.135008;0.213043;0.000000;0.286433;0.000000;0.064120;0.312006;0.080082;0.714400;0.198158;0.636979;0.146862;0.000000;0.000000;0.201501;0.151563;0.000000;0.234473;0.056235;0.130833;0.297309;0.248774;0.534550;0.000000;0.139571;0.000000;0.000000;0.000000;0.000000;0.457092;0.178799;0.000000;0.197560;0.051452;0.197025;0.000000;0.382859;0.327403;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.053225;0.086360;0.000000;0.000000;0.000000;0.000000;0.150509;0.064121;0.000000;0.000000;0.000000;0.000000;0.092348;0.055735;0.000000;0.068721;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.135837;0.000000;0.000000;0.060647;0.060244,1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;1;0;1;0;2;1;3;1;1;1;1;0;0;1;3;0;3;1;4;1;1;1;0;1;0;0;0;0;1;1;0;1;1;3;0;1;1;0;0;0;0;0;0;1;5;0;0;0;0;4;1;0;0;0;0;5;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1,0.528195,6048,4032
3aacc9df5fe80ec4.jpg,70,0.000000;0.000000;0.000000;0.000000;0.000000;0.163704;0.000000;0.000000;0.105826;0.000000;0.000000;0.203319;0.000000;0.000000;0.523940;0.000000;0.000000;0.000000;0.000000;0.000000;0.145372;0.051589;0.235141;0.055572;0.000000;0.000000;0.181231;0.000000;0.070782;0.000000;0.064983;0.183476;0.391776;0.000000;0.059418;0.195270;0.180054;0.139655;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.491786;0.613772;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.119246;0.232229;0.000000;0.000000;0.188520;0.000000;0.000000;0.442963;0.000000;0.000000;0.000000;0.000000,0;0;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;1;1;2;1;0;0;2;0;1;0;2;5;1;0;1;1;3;2;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;2;0;0;0;0,0.0,4912,3264
3b9e3590b18a59db.jpg,48,0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.078187;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.062649;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.462525;0.060962;0.000000;0.000000;0.581893;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.324989;0.421290;0.000000;0.000000;0.000000;0.062223;0.099226,0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;1;1,0.0,4200,3000
3f063c7a6c19b773.jpg,4,0.000000;0.000000;0.000000;0.000000,0;0;0;0,0.0,768,1024
3f758fd3d94c729e.jpg,4,0.065845;0.000000;0.641852;0.063396,1;0;1;1,0.753373,1024,1024
3fec3b9feac65f6a.jpg,42,0.089362;0.000000;0.000000;0.119752;0.000000;0.000000;0.000000;0.105297;0.086297;0.000000;0.388853;0.267770;0.078070;0.000000;0.000000;0.000000;0.076666;0.065355;0.000000;0.365554;0.000000;0.000000;0.000000;0.000000;0.329421;0.095909;0.431369;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,1;0;0;1;0;0;0;3;1;0;1;2;2;0;0;0;3;1;0;3;0;0;0;0;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0.0,3664,2748
4006b1a5e241c510.jpg,20,0.000000;0.000000;0.059157;0.000000;0.000000;0.663567;0.000000;0.000000;0.000000;0.000000;0.290620;0.000000;0.155801;0.182345;0.634734;0.000000;0.000000;0.000000;0.000000;0.377415,0;0;1;0;0;2;0;0;0;0;2;0;2;1;1;0;0;0;0;4,0.0,2592,1944
41193892cae6a499.jpg,12,0.229260;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,1;0;0;0;0;0;0;0;0;0;0;0,0.0,1800,1200
4237bb524085fe80.jpg,4,0.000000;0.000000;0.000000;0.050494,0;0;0;1,0.073553,1152,864
42e963e9a3b35f45.jpg,16,0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.277358;0.356944;0.000000;0.124790;0.097207;0.000000;0.000000;0.000000;0.000000;0.000000,0;0;0;0;0;0;2;2;0;2;1;0;0;0;0;0,0.0,1845,2048
433b2a82c5c804a1.jpg,63,0.000000;0.000000;0.000000;0.078660;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.125893;0.000000;0.000000;0.085109;0.000000;0.000000;0.000000;0.083877;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.091513;0.000000;0.109069;0.000000;0.000000;0.061337;0.000000;0.000000;0.000000;0.248077;0.000000;0.000000;0.000000;0.059400;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;1;0;0;1;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0,0.0,4608,3456
43a781c702c29667.jpg,42,0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.057227;0.000000;0.000000;0.000000;0.000000;0.000000;0.051235;0.000000;0.000000;0.000000;0.000000;0.000000;0.136488;0.295133;0.000000;0.000000;0.000000;0.000000;0.056105;0.131067;0.331335;0.000000;0.000000;0.000000;0.000000,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;2;0;0;0;0;1;3;2;0;0;0;0,0.0,3267,2865
45063c6e8cc46408.jpg,42,0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.096586;0.000000;0.000000;0.000000;0.000000;0.071819;0.127219;0.000000;0.000000;0.058849;0.000000;0.062270;0.064023;0.000000;0.000000;0.182469;0.000000;0.122561;0.085372;0.082585;0.000000;0.000000;0.000000;0.000000;0.130167;0.141718;0.050264;0.000000;0.000000;0.000000,0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;1;0;1;1;0;0;3;0;1;2;2;0;0;0;0;1;1;1;0;0;0,0.0,3648,2736
46451248f4622dee.jpg,35,0.056785;0.076856;0.064949;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.060784;0.070035;0.000000;0.000000;0.000000;0.000000;0.139755;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.309884;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,1;1;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0,0.0,3264,2448
46c63f45262a8ac5.jpg,35,0.000000;0.000000;0.209439;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.189926;0.000000;0.084715;0.000000;0.331864;0.175529;0.513640;0.256503;0.330572;0.000000;0.119235;0.091109;0.000000;0.000000;0.000000;0.180259;0.000000;0.187468;0.091353;0.000000;0.000000;0.000000;0.000000;0.000000,0;0;2;0;0;0;0;0;0;0;0;2;0;1;0;4;3;2;4;5;0;3;2;0;0;0;1;0;2;1;0;0;0;0;0,0.0,2304,3456
46f0a6283ce0eae1.jpg,12,0.000000;0.000000;0.000000;0.000000;0.075481;0.000000;0.000000;0.000000;0.077254;0.000000;0.000000;0.134619,0;0;0;0;1;0;0;0;1;0;0;1,0.0,1800,1200
472a1a286fa6e9d0.jpg,40,0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0.0,2644,3966
47e88023d529b327.jpg,35,0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.273606;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.081070;0.579146;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.717391;0.000000;0.000000;0.000000;0.000000,0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0,0.0,3264,2448
486259c7e00810d7.jpg,70,0.000000;0.087757;0.000000;0.080072;0.175908;0.155074;0.000000;0.170228;0.056909;0.000000;0.000000;0.000000;0.000000;0.086211;0.000000;0.000000;0.000000;0.694891;0.437241;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.056233;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.623776;0.297866;0.000000;0.522674;0.607043;0.067924;0.000000;0.117438;0.150661;0.000000;0.097959;0.533947;0.000000;0.000000;0.000000;0.070333;0.000000;0.107838;0.150701;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0;1;0;1;1;1;0;1;1;0;0;0;0;3;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;2;0;2;2;1;0;1;2;0;1;2;0;0;0;1;0;1;3;0;0;0;0;0;0,0.0,4928,3264
49fe94c183f65ff0.jpg,96,0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.191458;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.093118;0.000000;0.000000;0.068970;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.475726;0.000000;0.000000;0.000000;0.400858;0.000000;0.000000;0.072555;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0.0,5952,3968
4a4dbed2e17bce1f.jpg,6,0.658534;0.108749;0.132155;0.707931;0.053015;0.060564,1;2;2;1;1;1,0.702154,1200,800
